,Unnamed: 0,Conv_ID,MovieID,Title,Year,IMDB_Rating,Votes,Genres,Length_Female,Length_Male,Total_Length,Percent_Female,Percent_Male
15347,15347,c56039,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],10,6,16,0.625,0.375
15348,15348,c5604,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],2,11,13,0.1538461538461538,0.8461538461538461
15349,15349,c56040,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],3,17,20,0.15,0.85
15350,15350,c56041,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],11,6,17,0.6470588235294118,0.3529411764705882
15351,15351,c56047,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],6,1,7,0.8571428571428571,0.1428571428571428
15352,15352,c56048,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],8,2,10,0.8,0.2
15353,15353,c56049,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],3,15,18,0.1666666666666666,0.8333333333333334
15354,15354,c5605,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],6,28,34,0.1764705882352941,0.8235294117647058
15355,15355,c56050,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],4,5,9,0.4444444444444444,0.5555555555555556
15356,15356,c56051,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],10,9,19,0.5263157894736842,0.4736842105263157
15357,15357,c56052,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],39,13,52,0.75,0.25
15358,15358,c56053,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],7,11,18,0.3888888888888889,0.6111111111111112
15359,15359,c56054,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],13,48,61,0.2131147540983606,0.7868852459016393
15360,15360,c56055,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],5,6,11,0.4545454545454545,0.5454545454545454
15361,15361,c56056,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],2,8,10,0.2,0.8
15362,15362,c56057,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],7,7,14,0.5,0.5
15363,15363,c56058,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],1,3,4,0.25,0.75
15364,15364,c56059,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],5,14,19,0.2631578947368421,0.7368421052631579
15365,15365,c5606,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],1,29,30,0.0333333333333333,0.9666666666666668
15366,15366,c56060,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],34,44,78,0.4358974358974359,0.5641025641025641
15367,15367,c56061,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],3,7,10,0.3,0.7
15368,15368,c56062,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],7,4,11,0.6363636363636364,0.3636363636363636
15369,15369,c56063,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],2,4,6,0.3333333333333333,0.6666666666666666
15370,15370,c56064,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],5,7,12,0.4166666666666667,0.5833333333333334
15371,15371,c56065,m404,Jaws 3-D,1983,3.3,12839.0,['thriller'],1,3,4,0.25,0.75
15372,15372,c5607,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],5,19,24,0.2083333333333333,0.7916666666666666
15373,15373,c5608,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],5,14,19,0.2631578947368421,0.7368421052631579
15374,15374,c5609,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],3,9,12,0.25,0.75
15375,15375,c56107,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,13,19,0.3157894736842105,0.6842105263157895
15376,15376,c56108,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,26,31,0.1612903225806451,0.8387096774193549
15377,15377,c56109,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],4,1,5,0.8,0.2
15378,15378,c56110,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,15,25,0.4,0.6
15379,15379,c56111,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],9,2,11,0.8181818181818182,0.1818181818181818
15380,15380,c56112,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],4,22,26,0.1538461538461538,0.8461538461538461
15381,15381,c56113,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],7,3,10,0.7,0.3
15382,15382,c56114,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],7,15,22,0.3181818181818182,0.6818181818181818
15383,15383,c56115,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,15,21,0.2857142857142857,0.7142857142857143
15384,15384,c56116,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,10,16,0.375,0.625
15385,15385,c56117,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],23,16,39,0.5897435897435898,0.4102564102564102
15386,15386,c56118,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],1,5,6,0.1666666666666666,0.8333333333333334
15387,15387,c56119,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],12,35,47,0.2553191489361702,0.7446808510638298
15388,15388,c56120,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,7,12,0.4166666666666667,0.5833333333333334
15389,15389,c56121,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],9,30,39,0.2307692307692307,0.7692307692307693
15390,15390,c56122,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],3,4,7,0.4285714285714285,0.5714285714285714
15391,15391,c56123,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,4,14,0.7142857142857143,0.2857142857142857
15392,15392,c56124,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,7,17,0.5882352941176471,0.4117647058823529
15393,15393,c56125,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,3,5,0.4,0.6
15394,15394,c56126,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],26,7,33,0.7878787878787878,0.2121212121212121
15395,15395,c56127,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,19,29,0.3448275862068966,0.6551724137931034
15396,15396,c56168,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],14,1,15,0.9333333333333332,0.0666666666666666
15397,15397,c56169,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,3,8,0.625,0.375
15398,15398,c56170,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],31,12,43,0.7209302325581395,0.2790697674418604
15399,15399,c56171,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],14,5,19,0.7368421052631579,0.2631578947368421
15400,15400,c56172,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],17,24,41,0.4146341463414634,0.5853658536585366
15401,15401,c56173,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,16,21,0.238095238095238,0.7619047619047619
15402,15402,c56174,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],17,5,22,0.7727272727272727,0.2272727272727272
15403,15403,c56175,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],9,6,15,0.6,0.4
15404,15404,c56176,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,9,19,0.5263157894736842,0.4736842105263157
15405,15405,c56177,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,4,6,0.3333333333333333,0.6666666666666666
15406,15406,c56178,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],18,1,19,0.9473684210526316,0.0526315789473684
15407,15407,c56179,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,4,9,0.5555555555555556,0.4444444444444444
15408,15408,c56180,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],21,5,26,0.8076923076923077,0.1923076923076923
15409,15409,c56181,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],24,12,36,0.6666666666666666,0.3333333333333333
15410,15410,c56182,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,5,7,0.2857142857142857,0.7142857142857143
15411,15411,c56183,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],14,11,25,0.56,0.44
15412,15412,c56184,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],22,7,29,0.7586206896551724,0.2413793103448276
15413,15413,c56185,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],35,1,36,0.9722222222222222,0.0277777777777777
15414,15414,c56186,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],51,10,61,0.8360655737704918,0.1639344262295081
15415,15415,c56187,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,7,12,0.4166666666666667,0.5833333333333334
15416,15416,c56188,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],33,23,56,0.5892857142857143,0.4107142857142857
15417,15417,c56189,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],28,39,67,0.417910447761194,0.582089552238806
15418,15418,c56190,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,1,3,0.6666666666666666,0.3333333333333333
15419,15419,c56191,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,8,13,0.3846153846153846,0.6153846153846154
15420,15420,c56192,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],10,8,18,0.5555555555555556,0.4444444444444444
15421,15421,c56193,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,14,16,0.125,0.875
15422,15422,c56194,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],9,27,36,0.25,0.75
15423,15423,c56195,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,19,25,0.24,0.76
15424,15424,c56196,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,13,18,0.2777777777777778,0.7222222222222222
15425,15425,c56197,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],3,10,13,0.2307692307692307,0.7692307692307693
15426,15426,c56198,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],22,13,35,0.6285714285714286,0.3714285714285714
15427,15427,c56199,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],42,17,59,0.711864406779661,0.288135593220339
15428,15428,c56200,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,7,9,0.2222222222222222,0.7777777777777778
15429,15429,c56201,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],15,14,29,0.5172413793103449,0.4827586206896552
15430,15430,c56202,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],4,11,15,0.2666666666666666,0.7333333333333333
15431,15431,c56203,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,16,21,0.238095238095238,0.7619047619047619
15432,15432,c56204,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],24,42,66,0.3636363636363636,0.6363636363636364
15433,15433,c56205,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,5,7,0.2857142857142857,0.7142857142857143
15434,15434,c56206,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],1,2,3,0.3333333333333333,0.6666666666666666
15435,15435,c56207,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,3,9,0.6666666666666666,0.3333333333333333
15436,15436,c56208,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],12,26,38,0.3157894736842105,0.6842105263157895
15437,15437,c56209,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],3,10,13,0.2307692307692307,0.7692307692307693
15438,15438,c56210,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],8,25,33,0.2424242424242424,0.7575757575757576
15439,15439,c56211,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],3,8,11,0.2727272727272727,0.7272727272727273
15440,15440,c56212,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,5,10,0.5,0.5
15441,15441,c56213,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,14,20,0.3,0.7
15442,15442,c56214,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],4,38,42,0.0952380952380952,0.9047619047619048
15443,15443,c56215,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],5,10,15,0.3333333333333333,0.6666666666666666
15444,15444,c56216,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],18,36,54,0.3333333333333333,0.6666666666666666
15445,15445,c56217,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],8,28,36,0.2222222222222222,0.7777777777777778
15446,15446,c56218,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,4,10,0.6,0.4
15447,15447,c56219,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],6,8,14,0.4285714285714285,0.5714285714285714
15448,15448,c56220,m405,Jaws: The Revenge,1987,2.6,15727.0,['thriller'],2,3,5,0.4,0.6
15449,15449,c5632,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],13,8,21,0.6190476190476191,0.3809523809523809
15450,15450,c5633,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],6,10,16,0.375,0.625
15451,15451,c5634,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],7,8,15,0.4666666666666667,0.5333333333333333
15452,15452,c5635,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],1,2,3,0.3333333333333333,0.6666666666666666
15453,15453,c5636,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],16,5,21,0.7619047619047619,0.238095238095238
15454,15454,c5637,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],5,23,28,0.1785714285714285,0.8214285714285714
15455,15455,c5638,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],15,18,33,0.4545454545454545,0.5454545454545454
15456,15456,c5639,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],8,8,16,0.5,0.5
15457,15457,c56391,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],48,74,122,0.3934426229508196,0.6065573770491803
15458,15458,c56392,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],18,8,26,0.6923076923076923,0.3076923076923077
15459,15459,c56393,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],19,18,37,0.5135135135135135,0.4864864864864865
15460,15460,c56394,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],8,4,12,0.6666666666666666,0.3333333333333333
15461,15461,c56395,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],2,5,7,0.2857142857142857,0.7142857142857143
15462,15462,c56396,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],19,18,37,0.5135135135135135,0.4864864864864865
15463,15463,c56397,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],14,12,26,0.5384615384615384,0.4615384615384615
15464,15464,c56398,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],4,9,13,0.3076923076923077,0.6923076923076923
15465,15465,c56399,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],11,29,40,0.275,0.725
15466,15466,c5640,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],2,12,14,0.1428571428571428,0.8571428571428571
15467,15467,c56400,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],27,18,45,0.6,0.4
15468,15468,c56401,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],13,5,18,0.7222222222222222,0.2777777777777778
15469,15469,c56402,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],5,12,17,0.2941176470588235,0.7058823529411765
15470,15470,c56403,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],9,5,14,0.6428571428571429,0.3571428571428571
15471,15471,c56404,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],28,34,62,0.4516129032258064,0.5483870967741935
15472,15472,c56405,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],25,56,81,0.3086419753086419,0.691358024691358
15473,15473,c56406,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],11,67,78,0.141025641025641,0.8589743589743589
15474,15474,c56407,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],1,29,30,0.0333333333333333,0.9666666666666668
15475,15475,c56408,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],5,21,26,0.1923076923076923,0.8076923076923077
15476,15476,c56409,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],29,22,51,0.5686274509803921,0.4313725490196078
15477,15477,c5641,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],25,20,45,0.5555555555555556,0.4444444444444444
15478,15478,c56410,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],19,13,32,0.59375,0.40625
15479,15479,c56411,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],22,30,52,0.4230769230769231,0.5769230769230769
15480,15480,c56412,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],18,17,35,0.5142857142857142,0.4857142857142857
15481,15481,c56413,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],7,17,24,0.2916666666666667,0.7083333333333334
15482,15482,c56414,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],6,16,22,0.2727272727272727,0.7272727272727273
15483,15483,c56415,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],24,11,35,0.6857142857142857,0.3142857142857143
15484,15484,c56416,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],18,76,94,0.1914893617021276,0.8085106382978723
15485,15485,c56417,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],11,7,18,0.6111111111111112,0.3888888888888889
15486,15486,c56418,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],6,9,15,0.4,0.6
15487,15487,c56419,m407,Jennifer Eight,1992,6.2,6224.0,['thriller' 'mystery'],7,34,41,0.1707317073170731,0.8292682926829268
15488,15488,c5642,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],21,8,29,0.7241379310344828,0.2758620689655172
15489,15489,c5643,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],38,14,52,0.7307692307692307,0.2692307692307692
15490,15490,c5644,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],46,92,138,0.3333333333333333,0.6666666666666666
15491,15491,c5645,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],64,11,75,0.8533333333333334,0.1466666666666666
15492,15492,c56451,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],15,7,22,0.6818181818181818,0.3181818181818182
15493,15493,c56452,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],6,17,23,0.2608695652173913,0.7391304347826086
15494,15494,c56453,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],11,6,17,0.6470588235294118,0.3529411764705882
15495,15495,c56454,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],3,4,7,0.4285714285714285,0.5714285714285714
15496,15496,c56455,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],22,28,50,0.44,0.56
15497,15497,c56456,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],61,18,79,0.7721518987341772,0.2278481012658227
15498,15498,c56457,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],17,12,29,0.5862068965517241,0.4137931034482758
15499,15499,c56458,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],7,1,8,0.875,0.125
15500,15500,c56459,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],57,24,81,0.7037037037037037,0.2962962962962963
15501,15501,c5646,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],12,4,16,0.75,0.25
15502,15502,c56460,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],4,6,10,0.4,0.6
15503,15503,c56461,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],7,9,16,0.4375,0.5625
15504,15504,c56462,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],20,12,32,0.625,0.375
15505,15505,c56463,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],31,19,50,0.62,0.38
15506,15506,c56464,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],12,13,25,0.48,0.52
15507,15507,c56465,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],9,3,12,0.75,0.25
15508,15508,c56466,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],1,6,7,0.1428571428571428,0.8571428571428571
15509,15509,c56467,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],13,10,23,0.5652173913043478,0.4347826086956521
15510,15510,c56468,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],6,8,14,0.4285714285714285,0.5714285714285714
15511,15511,c56469,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],20,1,21,0.9523809523809524,0.0476190476190476
15512,15512,c5647,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],5,5,10,0.5,0.5
15513,15513,c56470,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],2,9,11,0.1818181818181818,0.8181818181818182
15514,15514,c5648,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],22,27,49,0.4489795918367347,0.5510204081632653
15515,15515,c56481,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],4,2,6,0.6666666666666666,0.3333333333333333
15516,15516,c56482,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],24,42,66,0.3636363636363636,0.6363636363636364
15517,15517,c56483,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],9,3,12,0.75,0.25
15518,15518,c56484,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],8,25,33,0.2424242424242424,0.7575757575757576
15519,15519,c56485,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],31,20,51,0.6078431372549019,0.392156862745098
15520,15520,c56486,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],67,4,71,0.943661971830986,0.056338028169014
15521,15521,c56487,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],13,4,17,0.7647058823529411,0.2352941176470588
15522,15522,c56488,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],17,6,23,0.7391304347826086,0.2608695652173913
15523,15523,c56489,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],19,23,42,0.4523809523809524,0.5476190476190477
15524,15524,c5649,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],20,5,25,0.8,0.2
15525,15525,c56490,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],1,6,7,0.1428571428571428,0.8571428571428571
15526,15526,c56491,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],3,3,6,0.5,0.5
15527,15527,c56492,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],28,1,29,0.9655172413793104,0.0344827586206896
15528,15528,c56493,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],9,8,17,0.5294117647058824,0.4705882352941176
15529,15529,c56494,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],2,14,16,0.125,0.875
15530,15530,c56495,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],6,25,31,0.1935483870967742,0.8064516129032258
15531,15531,c56496,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],5,14,19,0.2631578947368421,0.7368421052631579
15532,15532,c56497,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],12,1,13,0.9230769230769232,0.0769230769230769
15533,15533,c56498,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],10,11,21,0.4761904761904761,0.5238095238095238
15534,15534,c56499,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],2,1,3,0.6666666666666666,0.3333333333333333
15535,15535,c5650,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],16,31,47,0.3404255319148936,0.6595744680851063
15536,15536,c56500,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],7,20,27,0.2592592592592592,0.7407407407407407
15537,15537,c56501,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],3,8,11,0.2727272727272727,0.7272727272727273
15538,15538,c56502,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],9,23,32,0.28125,0.71875
15539,15539,c56503,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],20,6,26,0.7692307692307693,0.2307692307692307
15540,15540,c56504,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],2,2,4,0.5,0.5
15541,15541,c56505,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],8,4,12,0.6666666666666666,0.3333333333333333
15542,15542,c56506,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],14,7,21,0.6666666666666666,0.3333333333333333
15543,15543,c56507,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],1,1,2,0.5,0.5
15544,15544,c56508,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],7,2,9,0.7777777777777778,0.2222222222222222
15545,15545,c56509,m408,Jerry Maguire,1996,7.3,79706.0,['comedy' 'drama' 'romance' 'sport'],8,2,10,0.8,0.2
15546,15546,c5651,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],8,2,10,0.8,0.2
