,Conv_ID,Title,MovieID,Year,Female,Count,Convo_Genders
48703,c53840,hider in the house,m387,1989,0,3,mm
48704,c53841,hider in the house,m387,1989,0,2,mm
48705,c53842,hider in the house,m387,1989,0,3,mm
48706,c53843,hider in the house,m387,1989,0,6,mm
48707,c53844,hider in the house,m387,1989,0,2,mm
48708,c53845,hider in the house,m387,1989,0,3,mm
48709,c53846,hider in the house,m387,1989,0,2,mm
48710,c53847,highlander iii: the sorcerer,m388,1994,0,5,mm
48711,c53848,highlander iii: the sorcerer,m388,1994,0,3,mm
48712,c53849,highlander iii: the sorcerer,m388,1994,1,2,mf
48713,c5385,bottle rocket,m38,1996,0,3,mm
48714,c53850,highlander iii: the sorcerer,m388,1994,2,4,mf
48715,c53851,highlander iii: the sorcerer,m388,1994,2,4,mf
48716,c53852,highlander iii: the sorcerer,m388,1994,1,2,mf
48717,c53853,highlander iii: the sorcerer,m388,1994,0,2,mm
48718,c53854,highlander iii: the sorcerer,m388,1994,0,5,mm
48719,c53855,highlander iii: the sorcerer,m388,1994,0,2,mm
48720,c53856,highlander iii: the sorcerer,m388,1994,0,7,mm
48721,c53857,highlander iii: the sorcerer,m388,1994,0,5,mm
48722,c53858,highlander iii: the sorcerer,m388,1994,0,2,mm
48723,c53859,highlander iii: the sorcerer,m388,1994,0,6,mm
48724,c5386,bottle rocket,m38,1996,0,5,mm
48725,c53860,highlander iii: the sorcerer,m388,1994,0,2,mm
48726,c53861,highlander iii: the sorcerer,m388,1994,0,3,mm
48727,c53862,highlander iii: the sorcerer,m388,1994,0,3,mm
48728,c53863,highlander iii: the sorcerer,m388,1994,0,9,mm
48729,c53864,highlander iii: the sorcerer,m388,1994,0,3,mm
48730,c53865,highlander iii: the sorcerer,m388,1994,0,4,mm
48731,c53866,highlander iii: the sorcerer,m388,1994,0,2,mm
48732,c53867,highlander iii: the sorcerer,m388,1994,0,3,mm
48733,c53868,highlander iii: the sorcerer,m388,1994,0,5,mm
48734,c53869,highlander iii: the sorcerer,m388,1994,0,2,mm
48735,c5387,bottle rocket,m38,1996,0,2,mm
48736,c53870,highlander iii: the sorcerer,m388,1994,0,2,mm
48737,c53871,highlander iii: the sorcerer,m388,1994,0,2,mm
48738,c53872,highlander iii: the sorcerer,m388,1994,0,3,mm
48739,c53873,highlander iii: the sorcerer,m388,1994,0,2,mm
48740,c53874,highlander iii: the sorcerer,m388,1994,0,7,mm
48741,c53875,highlander iii: the sorcerer,m388,1994,0,4,mm
48742,c53876,highlander iii: the sorcerer,m388,1994,0,2,mm
48743,c53877,highlander iii: the sorcerer,m388,1994,0,7,mm
48744,c53878,highlander iii: the sorcerer,m388,1994,0,3,mm
48745,c53879,highlander iii: the sorcerer,m388,1994,0,3,mm
48746,c5388,bottle rocket,m38,1996,0,3,mm
48747,c53880,highlander iii: the sorcerer,m388,1994,0,3,mm
48748,c53881,highlander iii: the sorcerer,m388,1994,0,6,mm
48749,c53882,highlander iii: the sorcerer,m388,1994,0,2,mm
48750,c53883,highlander iii: the sorcerer,m388,1994,0,7,mm
48751,c53884,highlander iii: the sorcerer,m388,1994,0,6,mm
48752,c53885,highlander iii: the sorcerer,m388,1994,0,3,mm
48753,c53886,highlander iii: the sorcerer,m388,1994,0,3,mm
48754,c53887,highlander iii: the sorcerer,m388,1994,0,3,mm
48755,c53888,highlander iii: the sorcerer,m388,1994,0,3,mm
48756,c53889,highlander iii: the sorcerer,m388,1994,0,3,mm
48757,c5389,bottle rocket,m38,1996,0,2,mm
48758,c53890,highlander iii: the sorcerer,m388,1994,0,2,mm
48759,c53891,highlander iii: the sorcerer,m388,1994,0,5,mm
48760,c53892,highlander iii: the sorcerer,m388,1994,0,2,mm
48761,c53893,highlander iii: the sorcerer,m388,1994,0,4,mm
48762,c53894,highlander iii: the sorcerer,m388,1994,0,3,mm
48763,c53895,highlander iii: the sorcerer,m388,1994,0,2,mm
48764,c53896,highlander iii: the sorcerer,m388,1994,0,5,mm
48765,c53897,highlander iii: the sorcerer,m388,1994,0,2,mm
48766,c53898,highlander iii: the sorcerer,m388,1994,0,4,mm
48767,c53899,highlander iii: the sorcerer,m388,1994,0,2,mm
48768,c539,2001: a space odyssey,m3,1968,0,2,mm
48769,c5390,bottle rocket,m38,1996,0,4,mm
48770,c53900,highlander iii: the sorcerer,m388,1994,0,7,mm
48771,c53901,highlander iii: the sorcerer,m388,1994,0,3,mm
48772,c53902,highlander iii: the sorcerer,m388,1994,0,2,mm
48773,c53903,highlander iii: the sorcerer,m388,1994,0,8,mm
48774,c53904,highlander iii: the sorcerer,m388,1994,2,4,mf
48775,c53905,highlander iii: the sorcerer,m388,1994,2,3,mf
48776,c53906,highlander iii: the sorcerer,m388,1994,4,8,mf
48777,c53907,highlander iii: the sorcerer,m388,1994,1,3,mf
48778,c53908,highlander iii: the sorcerer,m388,1994,6,11,mf
48779,c53909,highlander iii: the sorcerer,m388,1994,1,2,mf
48780,c5391,bottle rocket,m38,1996,0,5,mm
48781,c53910,highlander iii: the sorcerer,m388,1994,3,6,mf
48782,c53911,highlander iii: the sorcerer,m388,1994,1,2,mf
48783,c53912,highlander iii: the sorcerer,m388,1994,1,2,mf
48784,c53913,highlander iii: the sorcerer,m388,1994,2,4,mf
48785,c53914,highlander iii: the sorcerer,m388,1994,4,7,mf
48786,c53915,highlander iii: the sorcerer,m388,1994,1,2,mf
48787,c53916,highlander iii: the sorcerer,m388,1994,2,4,mf
48788,c53917,highlander iii: the sorcerer,m388,1994,1,3,mf
48789,c53918,highlander iii: the sorcerer,m388,1994,1,2,mf
48790,c53919,highlander iii: the sorcerer,m388,1994,1,2,mf
48791,c5392,bottle rocket,m38,1996,0,5,mm
48792,c53920,highlander iii: the sorcerer,m388,1994,1,2,mf
48793,c53921,highlander iii: the sorcerer,m388,1994,2,4,mf
48794,c53922,highlander iii: the sorcerer,m388,1994,3,7,mf
48795,c53923,highlander iii: the sorcerer,m388,1994,2,5,mf
48796,c53924,highlander iii: the sorcerer,m388,1994,3,5,mf
48797,c53925,highlander iii: the sorcerer,m388,1994,2,4,mf
48798,c53926,highlander iii: the sorcerer,m388,1994,3,5,mf
48799,c53927,highlander iii: the sorcerer,m388,1994,1,2,mf
48800,c53928,highlander iii: the sorcerer,m388,1994,1,3,mf
48801,c53929,highlander iii: the sorcerer,m388,1994,2,4,mf
48802,c5393,bottle rocket,m38,1996,0,2,mm
48803,c53930,highlander iii: the sorcerer,m388,1994,1,2,mf
48804,c53931,highlander iii: the sorcerer,m388,1994,1,2,mf
48805,c53932,highlander iii: the sorcerer,m388,1994,2,3,mf
48806,c53933,highlander iii: the sorcerer,m388,1994,2,4,mf
48807,c53934,highlander iii: the sorcerer,m388,1994,2,4,mf
48808,c53935,highlander iii: the sorcerer,m388,1994,2,3,mf
48809,c53936,highlander iii: the sorcerer,m388,1994,2,3,mf
48810,c53937,highlander iii: the sorcerer,m388,1994,2,4,mf
48811,c53938,highlander iii: the sorcerer,m388,1994,2,4,mf
48812,c53939,highlander iii: the sorcerer,m388,1994,2,4,mf
48813,c5394,bottle rocket,m38,1996,0,3,mm
48814,c53940,highlander iii: the sorcerer,m388,1994,0,2,mm
48815,c53941,highlander iii: the sorcerer,m388,1994,0,3,mm
48816,c53942,highlander iii: the sorcerer,m388,1994,0,3,mm
48817,c53943,highlander iii: the sorcerer,m388,1994,0,2,mm
48818,c53944,highlander iii: the sorcerer,m388,1994,0,3,mm
48819,c53945,highlander iii: the sorcerer,m388,1994,0,5,mm
48820,c53946,highlander iii: the sorcerer,m388,1994,0,4,mm
48821,c53947,highlander iii: the sorcerer,m388,1994,0,4,mm
48822,c53948,highlander iii: the sorcerer,m388,1994,0,2,mm
48823,c53949,highlander iii: the sorcerer,m388,1994,0,2,mm
48824,c5395,bottle rocket,m38,1996,0,3,mm
48825,c53950,highlander iii: the sorcerer,m388,1994,0,2,mm
48826,c53951,highlander iii: the sorcerer,m388,1994,0,2,mm
48827,c53952,highlander iii: the sorcerer,m388,1994,0,5,mm
48828,c53953,highlander iii: the sorcerer,m388,1994,0,2,mm
48829,c53954,highlander iii: the sorcerer,m388,1994,0,5,mm
48830,c53955,highlander iii: the sorcerer,m388,1994,0,4,mm
48831,c53956,highlander iii: the sorcerer,m388,1994,0,4,mm
48832,c53957,highlander iii: the sorcerer,m388,1994,0,5,mm
48833,c53958,highlander iii: the sorcerer,m388,1994,0,2,mm
48834,c53959,highlander iii: the sorcerer,m388,1994,0,7,mm
48835,c5396,the bourne supremacy,m39,2004,0,8,mm
48836,c53960,hostage,m389,2005/I,0,3,mm
48837,c53961,hostage,m389,2005/I,0,3,mm
48838,c53962,hostage,m389,2005/I,0,2,mm
48839,c53963,hostage,m389,2005/I,0,6,mm
48840,c53964,hostage,m389,2005/I,0,2,mm
48841,c53965,hostage,m389,2005/I,0,4,mm
48842,c53966,hostage,m389,2005/I,0,3,mm
48843,c53967,hostage,m389,2005/I,0,3,mm
48844,c53968,hostage,m389,2005/I,0,10,mm
48845,c53969,hostage,m389,2005/I,0,3,mm
48846,c5397,the bourne supremacy,m39,2004,0,2,mm
48847,c53970,hostage,m389,2005/I,0,2,mm
48848,c53971,hostage,m389,2005/I,0,3,mm
48849,c53972,hostage,m389,2005/I,0,2,mm
48850,c53973,hostage,m389,2005/I,0,4,mm
48851,c53974,hostage,m389,2005/I,0,3,mm
48852,c53975,hostage,m389,2005/I,0,2,mm
48853,c53976,hostage,m389,2005/I,0,2,mm
48854,c53977,hostage,m389,2005/I,0,2,mm
48855,c53978,hostage,m389,2005/I,0,3,mm
48856,c53979,hostage,m389,2005/I,0,2,mm
48857,c5398,the bourne supremacy,m39,2004,0,5,mm
48858,c53980,hostage,m389,2005/I,0,6,mm
48859,c53981,hostage,m389,2005/I,0,2,mm
48860,c53982,hostage,m389,2005/I,0,5,mm
48861,c53983,hostage,m389,2005/I,0,2,mm
48862,c53984,hostage,m389,2005/I,0,3,mm
48863,c53985,hostage,m389,2005/I,0,3,mm
48864,c53986,hostage,m389,2005/I,0,3,mm
48865,c53987,hostage,m389,2005/I,0,3,mm
48866,c53988,hostage,m389,2005/I,0,4,mm
48867,c53989,hostage,m389,2005/I,0,2,mm
48868,c5399,the bourne supremacy,m39,2004,0,2,mm
48869,c53990,hostage,m389,2005/I,0,2,mm
48870,c53991,hostage,m389,2005/I,0,2,mm
48871,c53992,hostage,m389,2005/I,0,4,mm
48872,c53993,hostage,m389,2005/I,0,2,mm
48873,c53994,hostage,m389,2005/I,0,5,mm
48874,c53995,hostage,m389,2005/I,0,5,mm
48875,c53996,hostage,m389,2005/I,0,3,mm
48876,c53997,hostage,m389,2005/I,0,2,mm
48877,c53998,hostage,m389,2005/I,0,2,mm
48878,c53999,hostage,m389,2005/I,0,2,mm
48879,c54,10 things i hate about you,m0,1999,2,2,ff
48880,c540,2001: a space odyssey,m3,1968,0,6,mm
48881,c5400,the bourne supremacy,m39,2004,2,4,mf
48882,c54000,hostage,m389,2005/I,0,5,mm
48883,c54001,hostage,m389,2005/I,0,8,mm
48884,c54002,hostage,m389,2005/I,0,2,mm
48885,c54003,hostage,m389,2005/I,0,6,mm
48886,c54004,hostage,m389,2005/I,0,3,mm
48887,c54005,hostage,m389,2005/I,0,2,mm
48888,c54006,hostage,m389,2005/I,0,4,mm
48889,c54007,hostage,m389,2005/I,0,2,mm
48890,c54008,hostage,m389,2005/I,0,7,mm
48891,c54009,hostage,m389,2005/I,0,2,mm
48892,c5401,the bourne supremacy,m39,2004,2,4,mf
48893,c54010,hostage,m389,2005/I,0,4,mm
48894,c54011,hostage,m389,2005/I,0,4,mm
48895,c54012,hostage,m389,2005/I,0,2,mm
48896,c54013,hostage,m389,2005/I,0,2,mm
48897,c54014,hostage,m389,2005/I,0,2,mm
48898,c54015,hostage,m389,2005/I,0,5,mm
48899,c54016,hostage,m389,2005/I,0,4,mm
48900,c54017,hostage,m389,2005/I,0,3,mm
48901,c54018,hostage,m389,2005/I,0,2,mm
48902,c54019,hostage,m389,2005/I,0,3,mm
48903,c5402,the bourne supremacy,m39,2004,5,9,mf
48904,c54020,hostage,m389,2005/I,0,3,mm
48905,c54021,hostage,m389,2005/I,0,2,mm
48906,c54022,hostage,m389,2005/I,0,2,mm
48907,c54023,hostage,m389,2005/I,0,3,mm
48908,c54024,hostage,m389,2005/I,0,5,mm
48909,c54025,hostage,m389,2005/I,0,3,mm
48910,c54026,hostage,m389,2005/I,0,4,mm
48911,c54027,hostage,m389,2005/I,0,5,mm
48912,c54028,hostage,m389,2005/I,0,2,mm
48913,c54029,hostage,m389,2005/I,0,2,mm
48914,c5403,the bourne supremacy,m39,2004,6,10,mf
48915,c54030,hostage,m389,2005/I,0,3,mm
48916,c54031,hostage,m389,2005/I,0,4,mm
48917,c54032,hostage,m389,2005/I,0,5,mm
48918,c54033,hostage,m389,2005/I,0,4,mm
48919,c54034,hostage,m389,2005/I,0,4,mm
48920,c54035,hostage,m389,2005/I,0,3,mm
48921,c54036,hostage,m389,2005/I,0,2,mm
48922,c54037,hostage,m389,2005/I,0,2,mm
48923,c54038,hostage,m389,2005/I,0,3,mm
48924,c54039,hostage,m389,2005/I,0,2,mm
48925,c5404,the bourne supremacy,m39,2004,2,4,mf
48926,c54040,hostage,m389,2005/I,0,2,mm
48927,c54041,hostage,m389,2005/I,0,2,mm
48928,c54042,hostage,m389,2005/I,0,3,mm
48929,c54043,hostage,m389,2005/I,0,2,mm
48930,c54044,hostage,m389,2005/I,0,4,mm
48931,c54045,hostage,m389,2005/I,0,4,mm
48932,c54046,hostage,m389,2005/I,0,2,mm
48933,c54047,hostage,m389,2005/I,0,2,mm
48934,c54048,hostage,m389,2005/I,0,5,mm
48935,c54049,hostage,m389,2005/I,0,4,mm
48936,c5405,the bourne supremacy,m39,2004,2,5,mf
48937,c54050,hostage,m389,2005/I,0,3,mm
48938,c54051,hostage,m389,2005/I,0,2,mm
48939,c54052,hostage,m389,2005/I,0,4,mm
48940,c54053,hostage,m389,2005/I,0,2,mm
48941,c54054,hostage,m389,2005/I,0,2,mm
48942,c54055,hostage,m389,2005/I,0,2,mm
48943,c54056,hostage,m389,2005/I,0,2,mm
48944,c54057,hostage,m389,2005/I,0,2,mm
48945,c54058,hostage,m389,2005/I,0,2,mm
48946,c54059,hostage,m389,2005/I,0,2,mm
48947,c5406,the bourne supremacy,m39,2004,2,3,mf
48948,c54060,hostage,m389,2005/I,0,3,mm
48949,c54061,hostage,m389,2005/I,0,5,mm
48950,c54062,hostage,m389,2005/I,0,2,mm
48951,c54063,hostage,m389,2005/I,0,7,mm
48952,c54064,hostage,m389,2005/I,0,3,mm
48953,c54065,hostage,m389,2005/I,0,3,mm
48954,c54066,hostage,m389,2005/I,0,2,mm
48955,c54067,hostage,m389,2005/I,0,2,mm
48956,c54068,hostage,m389,2005/I,0,2,mm
48957,c54069,hostage,m389,2005/I,0,3,mm
48958,c5407,the bourne supremacy,m39,2004,1,2,mf
48959,c54070,hostage,m389,2005/I,0,3,mm
48960,c54071,hostage,m389,2005/I,0,2,mm
48961,c54072,hostage,m389,2005/I,0,4,mm
48962,c54073,hostage,m389,2005/I,0,3,mm
48963,c54074,hostage,m389,2005/I,0,4,mm
48964,c54075,hostage,m389,2005/I,0,2,mm
48965,c54076,hostage,m389,2005/I,0,4,mm
48966,c54077,hostage,m389,2005/I,0,3,mm
48967,c54078,hostage,m389,2005/I,0,3,mm
48968,c54079,hostage,m389,2005/I,0,5,mm
48969,c5408,the bourne supremacy,m39,2004,2,5,mf
48970,c54080,hostage,m389,2005/I,0,6,mm
48971,c54081,hostage,m389,2005/I,0,5,mm
48972,c54082,hostage,m389,2005/I,0,2,mm
48973,c54083,hostage,m389,2005/I,0,2,mm
48974,c54084,hostage,m389,2005/I,0,3,mm
48975,c54085,hostage,m389,2005/I,0,2,mm
48976,c54086,hostage,m389,2005/I,0,5,mm
48977,c54087,hostage,m389,2005/I,0,6,mm
48978,c54088,hostage,m389,2005/I,0,2,mm
48979,c54089,hostage,m389,2005/I,0,2,mm
48980,c5409,the bourne supremacy,m39,2004,2,4,mf
48981,c54090,hostage,m389,2005/I,0,5,mm
48982,c54091,hostage,m389,2005/I,0,2,mm
48983,c54092,hostage,m389,2005/I,0,4,mm
48984,c54093,hostage,m389,2005/I,0,4,mm
48985,c54094,hostage,m389,2005/I,0,3,mm
48986,c54095,hostage,m389,2005/I,0,2,mm
48987,c54096,hostage,m389,2005/I,0,3,mm
48988,c54097,hostage,m389,2005/I,0,9,mm
48989,c54098,hostage,m389,2005/I,0,3,mm
48990,c54099,hostage,m389,2005/I,0,4,mm
48991,c541,2001: a space odyssey,m3,1968,0,2,mm
48992,c5410,the bourne supremacy,m39,2004,6,13,mf
48993,c54100,hostage,m389,2005/I,0,3,mm
48994,c54101,hostage,m389,2005/I,0,2,mm
48995,c54102,hostage,m389,2005/I,0,6,mm
48996,c54103,hostage,m389,2005/I,0,2,mm
48997,c54104,hostage,m389,2005/I,0,2,mm
48998,c54105,hostage,m389,2005/I,0,11,mm
48999,c54106,hostage,m389,2005/I,0,5,mm
49000,c54107,hostage,m389,2005/I,0,2,mm
49001,c54108,hostage,m389,2005/I,0,3,mm
49002,c54109,hostage,m389,2005/I,0,2,mm
49003,c5411,the bourne supremacy,m39,2004,0,2,mm
49004,c54110,hostage,m389,2005/I,0,3,mm
49005,c54111,hostage,m389,2005/I,0,2,mm
49006,c54112,hostage,m389,2005/I,0,2,mm
49007,c54113,hostage,m389,2005/I,0,2,mm
49008,c54114,hostage,m389,2005/I,0,6,mm
49009,c54115,hostage,m389,2005/I,0,2,mm
49010,c54116,hostage,m389,2005/I,0,2,mm
49011,c54117,hostage,m389,2005/I,0,3,mm
49012,c54118,hostage,m389,2005/I,0,2,mm
49013,c54119,hostage,m389,2005/I,0,4,mm
49014,c5412,the bourne supremacy,m39,2004,0,2,mm
49015,c54120,hostage,m389,2005/I,0,5,mm
49016,c54121,hostage,m389,2005/I,0,4,mm
49017,c54122,hostage,m389,2005/I,0,7,mm
49018,c54123,hotel rwanda,m390,2004,0,4,mm
49019,c54124,hotel rwanda,m390,2004,0,2,mm
49020,c54125,hotel rwanda,m390,2004,0,3,mm
49021,c54126,hotel rwanda,m390,2004,0,2,mm
49022,c54127,hotel rwanda,m390,2004,0,2,mm
49023,c54128,hotel rwanda,m390,2004,0,5,mm
49024,c54129,hotel rwanda,m390,2004,0,2,mm
49025,c5413,the bourne supremacy,m39,2004,0,13,mm
49026,c54130,hotel rwanda,m390,2004,0,2,mm
49027,c54131,hotel rwanda,m390,2004,0,3,mm
49028,c54132,hotel rwanda,m390,2004,0,2,mm
49029,c54133,hotel rwanda,m390,2004,0,4,mm
49030,c54134,hotel rwanda,m390,2004,0,3,mm
49031,c54135,hotel rwanda,m390,2004,0,2,mm
49032,c54136,hotel rwanda,m390,2004,0,2,mm
49033,c54137,hotel rwanda,m390,2004,0,2,mm
49034,c54138,hotel rwanda,m390,2004,0,6,mm
49035,c54139,hotel rwanda,m390,2004,0,3,mm
49036,c5414,the bourne supremacy,m39,2004,0,4,mm
49037,c54140,hotel rwanda,m390,2004,0,3,mm
49038,c54141,hotel rwanda,m390,2004,0,4,mm
49039,c54142,hotel rwanda,m390,2004,0,2,mm
49040,c54143,hotel rwanda,m390,2004,0,10,mm
49041,c54144,hotel rwanda,m390,2004,0,3,mm
49042,c54145,hotel rwanda,m390,2004,0,3,mm
49043,c54146,hotel rwanda,m390,2004,0,4,mm
49044,c54147,hotel rwanda,m390,2004,0,2,mm
49045,c54148,hotel rwanda,m390,2004,0,6,mm
49046,c54149,hotel rwanda,m390,2004,0,3,mm
49047,c5415,the bourne supremacy,m39,2004,1,2,mf
49048,c54150,hotel rwanda,m390,2004,0,6,mm
49049,c54151,hotel rwanda,m390,2004,0,2,mm
49050,c54152,hotel rwanda,m390,2004,0,5,mm
49051,c54153,hotel rwanda,m390,2004,0,3,mm
49052,c54154,hotel rwanda,m390,2004,0,10,mm
49053,c54155,hotel rwanda,m390,2004,0,7,mm
49054,c54156,hotel rwanda,m390,2004,0,2,mm
49055,c54157,hotel rwanda,m390,2004,0,3,mm
49056,c54158,hotel rwanda,m390,2004,0,4,mm
49057,c54159,hotel rwanda,m390,2004,0,4,mm
49058,c5416,the bourne supremacy,m39,2004,1,2,mf
49059,c54160,hotel rwanda,m390,2004,0,3,mm
49060,c54161,hotel rwanda,m390,2004,0,4,mm
49061,c54162,hotel rwanda,m390,2004,0,5,mm
49062,c54163,hotel rwanda,m390,2004,0,4,mm
49063,c54164,hotel rwanda,m390,2004,0,6,mm
49064,c54165,hotel rwanda,m390,2004,0,6,mm
49065,c54166,hotel rwanda,m390,2004,0,2,mm
49066,c54167,hotel rwanda,m390,2004,0,3,mm
49067,c54168,hotel rwanda,m390,2004,0,2,mm
49068,c54169,hotel rwanda,m390,2004,0,5,mm
49069,c5417,the bourne supremacy,m39,2004,2,4,mf
49070,c54170,hotel rwanda,m390,2004,0,8,mm
49071,c54171,hotel rwanda,m390,2004,0,2,mm
49072,c54172,hotel rwanda,m390,2004,0,4,mm
49073,c54173,hotel rwanda,m390,2004,0,2,mm
49074,c54174,hotel rwanda,m390,2004,0,5,mm
49075,c54175,hotel rwanda,m390,2004,0,4,mm
49076,c54176,hotel rwanda,m390,2004,0,2,mm
49077,c54177,hotel rwanda,m390,2004,0,4,mm
49078,c54178,hotel rwanda,m390,2004,0,2,mm
49079,c54179,hotel rwanda,m390,2004,0,2,mm
49080,c5418,the bourne supremacy,m39,2004,1,2,mf
49081,c54180,hotel rwanda,m390,2004,0,2,mm
49082,c54181,hotel rwanda,m390,2004,0,2,mm
49083,c54182,hotel rwanda,m390,2004,0,3,mm
49084,c54183,hotel rwanda,m390,2004,0,2,mm
49085,c54184,hotel rwanda,m390,2004,0,3,mm
49086,c54185,hotel rwanda,m390,2004,0,4,mm
49087,c54186,hotel rwanda,m390,2004,0,2,mm
49088,c54187,hotel rwanda,m390,2004,0,2,mm
49089,c54188,hotel rwanda,m390,2004,0,4,mm
49090,c54189,hotel rwanda,m390,2004,0,3,mm
49091,c5419,the bourne supremacy,m39,2004,2,5,mf
49092,c54190,hotel rwanda,m390,2004,0,4,mm
49093,c54191,hotel rwanda,m390,2004,0,2,mm
49094,c54192,hotel rwanda,m390,2004,0,5,mm
49095,c54193,hotel rwanda,m390,2004,0,4,mm
49096,c54194,hotel rwanda,m390,2004,0,2,mm
49097,c54195,hotel rwanda,m390,2004,0,3,mm
49098,c54196,hotel rwanda,m390,2004,0,2,mm
49099,c54197,hotel rwanda,m390,2004,0,6,mm
49100,c54198,hotel rwanda,m390,2004,0,2,mm
49101,c54199,hotel rwanda,m390,2004,0,3,mm
49102,c542,2001: a space odyssey,m3,1968,0,2,mm
49103,c5420,the bourne supremacy,m39,2004,1,2,mf
49104,c54200,hotel rwanda,m390,2004,0,5,mm
49105,c54201,hotel rwanda,m390,2004,0,5,mm
49106,c54202,hotel rwanda,m390,2004,0,8,mm
49107,c54203,hotel rwanda,m390,2004,0,2,mm
49108,c54204,hotel rwanda,m390,2004,0,2,mm
49109,c54205,hotel rwanda,m390,2004,0,4,mm
49110,c54206,hotel rwanda,m390,2004,0,2,mm
49111,c54207,hotel rwanda,m390,2004,0,6,mm
49112,c54208,hotel rwanda,m390,2004,0,2,mm
49113,c54209,hotel rwanda,m390,2004,0,7,mm
49114,c5421,the bourne supremacy,m39,2004,1,3,mf
49115,c54210,hotel rwanda,m390,2004,0,2,mm
49116,c54211,hotel rwanda,m390,2004,0,2,mm
49117,c54212,hotel rwanda,m390,2004,2,4,mf
49118,c54213,hotel rwanda,m390,2004,2,4,mf
49119,c54214,hotel rwanda,m390,2004,1,2,mf
49120,c54215,hotel rwanda,m390,2004,2,4,mf
49121,c54216,hotel rwanda,m390,2004,1,2,mf
49122,c54217,hotel rwanda,m390,2004,2,4,mf
49123,c54218,hotel rwanda,m390,2004,2,4,mf
49124,c54219,hotel rwanda,m390,2004,1,2,mf
49125,c5422,the bourne supremacy,m39,2004,2,5,mf
49126,c54220,hotel rwanda,m390,2004,1,2,mf
49127,c54221,hotel rwanda,m390,2004,2,3,mf
49128,c54222,hotel rwanda,m390,2004,2,5,mf
49129,c54223,hotel rwanda,m390,2004,1,2,mf
49130,c54224,hotel rwanda,m390,2004,1,2,mf
49131,c54225,hotel rwanda,m390,2004,1,2,mf
49132,c54226,hotel rwanda,m390,2004,1,2,mf
49133,c54227,hotel rwanda,m390,2004,2,5,mf
49134,c54228,hotel rwanda,m390,2004,1,2,mf
49135,c54229,hotel rwanda,m390,2004,1,3,mf
49136,c5423,the bourne supremacy,m39,2004,2,4,mf
49137,c54230,hotel rwanda,m390,2004,2,5,mf
49138,c54231,hotel rwanda,m390,2004,1,2,mf
49139,c54232,hotel rwanda,m390,2004,1,2,mf
49140,c54233,hotel rwanda,m390,2004,1,3,mf
49141,c54234,hotel rwanda,m390,2004,1,3,mf
49142,c54235,hotel rwanda,m390,2004,2,4,mf
49143,c54236,hotel rwanda,m390,2004,1,3,mf
49144,c54237,hotel rwanda,m390,2004,1,3,mf
49145,c54238,hotel rwanda,m390,2004,1,2,mf
49146,c54239,hotel rwanda,m390,2004,3,7,mf
49147,c5424,the bourne supremacy,m39,2004,1,3,mf
49148,c54240,hotel rwanda,m390,2004,1,2,mf
49149,c54241,hotel rwanda,m390,2004,1,2,mf
49150,c54242,hotel rwanda,m390,2004,9,18,mf
49151,c54243,hotel rwanda,m390,2004,2,4,mf
49152,c54244,hotel rwanda,m390,2004,1,2,mf
49153,c54245,hotel rwanda,m390,2004,2,3,mf
49154,c54246,hotel rwanda,m390,2004,1,3,mf
49155,c54247,hotel rwanda,m390,2004,1,2,mf
49156,c54248,hotel rwanda,m390,2004,1,2,mf
49157,c54249,hotel rwanda,m390,2004,1,2,mf
49158,c5425,the bourne supremacy,m39,2004,0,3,mm
49159,c54250,hotel rwanda,m390,2004,2,5,mf
49160,c54251,hotel rwanda,m390,2004,1,3,mf
49161,c54252,hotel rwanda,m390,2004,1,2,mf
49162,c54253,hotel rwanda,m390,2004,0,3,mm
49163,c54254,hotel rwanda,m390,2004,0,2,mm
49164,c54255,hotel rwanda,m390,2004,0,5,mm
49165,c54256,hotel rwanda,m390,2004,0,4,mm
49166,c54257,hotel rwanda,m390,2004,0,6,mm
49167,c54258,hotel rwanda,m390,2004,0,2,mm
49168,c54259,hotel rwanda,m390,2004,0,2,mm
49169,c5426,the bourne supremacy,m39,2004,0,2,mm
49170,c54260,hotel rwanda,m390,2004,0,3,mm
49171,c54261,hotel rwanda,m390,2004,0,2,mm
49172,c54262,hotel rwanda,m390,2004,0,2,mm
49173,c54263,hotel rwanda,m390,2004,0,2,mm
49174,c54264,hotel rwanda,m390,2004,0,4,mm
49175,c54265,hotel rwanda,m390,2004,0,3,mm
49176,c54266,hotel rwanda,m390,2004,0,3,mm
49177,c54267,hotel rwanda,m390,2004,0,2,mm
49178,c54268,hotel rwanda,m390,2004,0,2,mm
49179,c54269,hotel rwanda,m390,2004,0,2,mm
49180,c5427,the bourne supremacy,m39,2004,0,2,mm
49181,c54270,hotel rwanda,m390,2004,0,4,mm
49182,c54271,hotel rwanda,m390,2004,0,3,mm
49183,c54272,hotel rwanda,m390,2004,0,2,mm
49184,c54273,hotel rwanda,m390,2004,0,2,mm
49185,c54274,hotel rwanda,m390,2004,0,5,mm
49186,c54275,hotel rwanda,m390,2004,0,3,mm
49187,c54276,hotel rwanda,m390,2004,0,6,mm
49188,c54277,house on haunted hill,m391,1999,1,2,mf
49189,c54278,house on haunted hill,m391,1999,3,5,mf
49190,c54279,house on haunted hill,m391,1999,9,18,mf
49191,c5428,the bourne supremacy,m39,2004,0,2,mm
