,Unnamed: 0,Character_ID,Movie_ID,Title,Gender,Position_in_Credits,Character,Character_Line_Count,Movie_Line_Count,Character_Line_Percent
4039,4039,u4612,m304,Contact,m,2,TED,32,542,0.059040590405904
4040,4040,u4613,m304,Contact,?,?,WILLIE,5,542,0.0092250922509225
4041,4041,u4614,m305,Cool Hand Luke,?,?,ALIBI,8,313,0.0255591054313099
4042,4042,u4615,m305,Cool Hand Luke,f,7,ARLETTA,17,313,0.0543130990415335
4043,4043,u4616,m305,Cool Hand Luke,?,?,BLIND DICK,6,313,0.0191693290734824
4044,4044,u4617,m305,Cool Hand Luke,?,?,BOSS PAUL,18,313,0.0575079872204472
4045,4045,u4618,m305,Cool Hand Luke,?,?,CAPTAIN,5,313,0.0159744408945686
4046,4046,u4619,m305,Cool Hand Luke,?,?,DOGBOY,4,313,0.0127795527156549
4047,4047,u4620,m305,Cool Hand Luke,m,2,DRAGLINE,83,313,0.2651757188498402
4048,4048,u4621,m305,Cool Hand Luke,?,?,GAMBLER,15,313,0.047923322683706
4049,4049,u4622,m305,Cool Hand Luke,m,4,KOKO,51,313,0.1629392971246006
4050,4050,u4623,m305,Cool Hand Luke,m,1,LUKE,77,313,0.2460063897763578
4051,4051,u4624,m305,Cool Hand Luke,?,?,SOCIETY RED,21,313,0.0670926517571885
4052,4052,u4625,m305,Cool Hand Luke,?,?,TATTOO,8,313,0.0255591054313099
4053,4053,u4626,m306,Copycat,m,8,ANDY,36,558,0.064516129032258
4054,4054,u4627,m306,Copycat,?,?,ATTORNEY,8,558,0.014336917562724
4055,4055,u4628,m306,Copycat,?,?,CONRAD,16,558,0.028673835125448
4056,4056,u4629,m306,Copycat,?,?,DARYLL,10,558,0.017921146953405
4057,4057,u4630,m306,Copycat,f,1,HELEN,160,558,0.2867383512544803
4058,4058,u4631,m306,Copycat,f,2,M.J.,171,558,0.3064516129032258
4059,4059,u4632,m306,Copycat,?,?,MIKE,5,558,0.0089605734767025
4060,4060,u4633,m306,Copycat,?,?,NIKKO,16,558,0.028673835125448
4061,4061,u4634,m306,Copycat,m,4,PETER,19,558,0.0340501792114695
4062,4062,u4635,m306,Copycat,m,6,QUINN,39,558,0.0698924731182795
4063,4063,u4636,m306,Copycat,?,?,RUBEN,59,558,0.1057347670250896
4064,4064,u4637,m306,Copycat,?,?,SAKS,10,558,0.017921146953405
4065,4065,u4638,m306,Copycat,?,?,SUSAN,4,558,0.007168458781362
4066,4066,u4639,m306,Copycat,?,?,WOMAN,5,558,0.0089605734767025
4067,4067,u4640,m307,Crash,f,?,CATHERINE,35,144,0.2430555555555555
4068,4068,u4641,m307,Crash,f,?,HELEN,19,144,0.1319444444444444
4069,4069,u4642,m307,Crash,m,?,JAMES,69,144,0.4791666666666667
4070,4070,u4643,m307,Crash,?,?,RENATA,10,144,0.0694444444444444
4071,4071,u4644,m307,Crash,?,?,VAUGHAN,11,144,0.0763888888888889
4072,4072,u4645,m308,Crazy Love,m,?,DR. EMLEE,23,590,0.0389830508474576
4073,4073,u4646,m308,Crazy Love,f,?,LETTY,288,590,0.488135593220339
4074,4074,u4647,m308,Crazy Love,m,?,MICHAEL,129,590,0.2186440677966101
4075,4075,u4648,m308,Crazy Love,?,?,MRS. HALLSTROM,4,590,0.0067796610169491
4076,4076,u4649,m308,Crazy Love,f,?,MRS. MAYER,34,590,0.0576271186440678
4077,4077,u4650,m308,Crazy Love,?,?,NURSE GATES,11,590,0.0186440677966101
4078,4078,u4651,m308,Crazy Love,m,?,PAUL,57,590,0.0966101694915254
4079,4079,u4652,m308,Crazy Love,?,?,PRINCIPAL GAIL,7,590,0.011864406779661
4080,4080,u4653,m308,Crazy Love,f,?,RUTH,37,590,0.0627118644067796
4081,4081,u4654,m309,Crime Spree,?,?,AGENT HADLEY,28,598,0.0468227424749163
4082,4082,u4655,m309,Crime Spree,?,?,BASTALDI,21,598,0.0351170568561872
4083,4083,u4656,m309,Crime Spree,?,?,BOBBY BEANS,10,598,0.0167224080267558
4084,4084,u4657,m309,Crime Spree,?,?,BONANNO,28,598,0.0468227424749163
4085,4085,u4658,m309,Crime Spree,m,1,DANIEL,100,598,0.1672240802675585
4086,4086,u4659,m309,Crime Spree,?,?,HECTOR,5,598,0.0083612040133779
4087,4087,u4661,m309,Crime Spree,?,?,JULIEN,34,598,0.0568561872909698
4088,4088,u4662,m309,Crime Spree,m,16,LAMAR,14,598,0.0234113712374581
4089,4089,u4663,m309,Crime Spree,m,3,MARCEL,44,598,0.0735785953177257
4090,4090,u4665,m309,Crime Spree,?,?,RAPHAEL,9,598,0.0150501672240802
4091,4091,u4666,m309,Crime Spree,?,?,RAYMOND,46,598,0.0769230769230769
4092,4092,u4667,m309,Crime Spree,m,5,SAMI,110,598,0.1839464882943143
4093,4093,u4668,m309,Crime Spree,f,9,SOPHIE,38,598,0.0635451505016722
4094,4094,u4669,m309,Crime Spree,?,?,UNIFORMED COP,6,598,0.0100334448160535
4095,4095,u4670,m309,Crime Spree,?,?,VINNY,16,598,0.0267558528428093
4096,4096,u4671,m309,Crime Spree,?,?,WAYNE,10,598,0.0167224080267558
4097,4097,u4672,m309,Crime Spree,?,?,ZAMMITO,62,598,0.1036789297658862
4098,4098,u4673,m309,Crime Spree,?,?,ZERO,17,598,0.0284280936454849
4099,4099,u4674,m310,Crouching Tiger Hidden Dragon,?,?,AUNT WU,5,330,0.0151515151515151
4100,4100,u4675,m310,Crouching Tiger Hidden Dragon,?,?,BO,4,330,0.0121212121212121
4101,4101,u4676,m310,Crouching Tiger Hidden Dragon,?,?,FIGURE,8,330,0.0242424242424242
4102,4102,u4677,m310,Crouching Tiger Hidden Dragon,?,?,FIGURE IN BLACK,3,330,0.009090909090909
4103,4103,u4678,m310,Crouching Tiger Hidden Dragon,?,?,FOX,9,330,0.0272727272727272
4104,4104,u4679,m310,Crouching Tiger Hidden Dragon,?,?,GANGSTER A,4,330,0.0121212121212121
4105,4105,u4680,m310,Crouching Tiger Hidden Dragon,?,?,GOVERNESS,7,330,0.0212121212121212
4106,4106,u4681,m310,Crouching Tiger Hidden Dragon,f,?,JEN,81,330,0.2454545454545454
4107,4107,u4682,m310,Crouching Tiger Hidden Dragon,m,1,LI,63,330,0.1909090909090909
4108,4108,u4683,m310,Crouching Tiger Hidden Dragon,?,?,LO,20,330,0.0606060606060606
4109,4109,u4684,m310,Crouching Tiger Hidden Dragon,?,?,MADAM YU,7,330,0.0212121212121212
4110,4110,u4685,m310,Crouching Tiger Hidden Dragon,?,?,MAY,4,330,0.0121212121212121
4111,4111,u4686,m310,Crouching Tiger Hidden Dragon,?,?,SIR TE,10,330,0.0303030303030303
4112,4112,u4687,m310,Crouching Tiger Hidden Dragon,?,?,TSAI,10,330,0.0303030303030303
4113,4113,u4688,m310,Crouching Tiger Hidden Dragon,f,2,YU,95,330,0.2878787878787879
4114,4114,u4689,m311,The Crow,m,3,ALBRECHT,34,249,0.1365461847389558
4115,4115,u4690,m311,The Crow,?,?,ANNABELLA,6,249,0.0240963855421686
4116,4116,u4691,m311,The Crow,?,?,DARLA,7,249,0.0281124497991967
4117,4117,u4692,m311,The Crow,?,?,ELLY,30,249,0.1204819277108433
4118,4118,u4693,m311,The Crow,m,1,ERIC,70,249,0.2811244979919678
4119,4119,u4694,m311,The Crow,?,?,FUNBOY,9,249,0.036144578313253
4120,4120,u4695,m311,The Crow,?,?,GIDEON,8,249,0.0321285140562249
4121,4121,u4696,m311,The Crow,?,?,GRANGE,15,249,0.0602409638554216
4122,4122,u4697,m311,The Crow,?,?,LAO,25,249,0.1004016064257028
4123,4123,u4698,m311,The Crow,?,?,MICKEY,4,249,0.0160642570281124
4124,4124,u4699,m311,The Crow,?,?,SKULL COWBOY,14,249,0.0562248995983935
4125,4125,u4700,m311,The Crow,?,?,T-BIRD,5,249,0.0200803212851405
4126,4126,u4701,m311,The Crow,?,?,TIN-TIN,5,249,0.0200803212851405
4127,4127,u4702,m311,The Crow,?,?,TOP DOLLAR,12,249,0.0481927710843373
4128,4128,u4703,m311,The Crow,?,?,TORRES,5,249,0.0200803212851405
4129,4129,u4704,m312,Cruel Intentions,f,3,ANNETTE,131,808,0.1621287128712871
4130,4130,u4705,m312,Cruel Intentions,?,?,AUNT HELEN,5,808,0.0061881188118811
4131,4131,u4706,m312,Cruel Intentions,m,6,BLAINE,12,808,0.0148514851485148
4132,4132,u4707,m312,Cruel Intentions,f,4,CECILE,71,808,0.0878712871287128
4133,4133,u4708,m312,Cruel Intentions,f,9,DR. GREENBAUM,18,808,0.0222772277227722
4134,4134,u4709,m312,Cruel Intentions,m,7,GREG,27,808,0.0334158415841584
4135,4135,u4710,m312,Cruel Intentions,f,1,KATHRYN,171,808,0.2116336633663366
4136,4136,u4711,m312,Cruel Intentions,?,?,MRS. CALDWELL,23,808,0.0284653465346534
4137,4137,u4712,m312,Cruel Intentions,?,?,MRS. O'SHEA,10,808,0.0123762376237623
4138,4138,u4713,m312,Cruel Intentions,?,?,MRS. SUGERMAN,6,808,0.0074257425742574
4139,4139,u4714,m312,Cruel Intentions,?,?,NIGHT DOORMAN,4,808,0.0049504950495049
4140,4140,u4715,m312,Cruel Intentions,?,?,RACHEL,6,808,0.0074257425742574
4141,4141,u4716,m312,Cruel Intentions,?,?,RONALD,30,808,0.0371287128712871
4142,4142,u4717,m312,Cruel Intentions,m,2,SEBASTIAN,294,808,0.3638613861386138
4143,4143,u4718,m313,The Curse Of The Cat People,f,3,ALICE,71,444,0.1599099099099099
4144,4144,u4719,m313,The Curse Of The Cat People,f,4,AMY,139,444,0.3130630630630631
4145,4145,u4720,m313,The Curse Of The Cat People,f,7,BARBARA,13,444,0.0292792792792792
4146,4146,u4721,m313,The Curse Of The Cat People,m,9,EDWARD,44,444,0.0990990990990991
4147,4147,u4722,m313,The Curse Of The Cat People,f,1,IRENA,36,444,0.081081081081081
4148,4148,u4723,m313,The Curse Of The Cat People,?,?,LOIS,3,444,0.0067567567567567
4149,4149,u4724,m313,The Curse Of The Cat People,?,?,MISS CALLAHAN,24,444,0.054054054054054
4150,4150,u4725,m313,The Curse Of The Cat People,f,?,MRS. FARREN,39,444,0.0878378378378378
4151,4151,u4726,m313,The Curse Of The Cat People,m,2,OLIVER,75,444,0.1689189189189189
4152,4152,u4727,m314,The Curse,?,?,CARLTON,18,688,0.0261627906976744
4153,4153,u4728,m314,The Curse,?,?,DOCTOR,12,688,0.0174418604651162
4154,4154,u4729,m314,The Curse,f,?,FRIDA,283,688,0.4113372093023256
4155,4155,u4730,m314,The Curse,?,?,GEORGE,16,688,0.0232558139534883
4156,4156,u4731,m314,The Curse,m,?,GREGORY,18,688,0.0261627906976744
4157,4157,u4732,m314,The Curse,f,?,JENNIFER,142,688,0.2063953488372093
4158,4158,u4733,m314,The Curse,m,?,LLOYD,46,688,0.066860465116279
4159,4159,u4734,m314,The Curse,m,?,MARK,20,688,0.0290697674418604
4160,4160,u4735,m314,The Curse,?,?,MOTHER,4,688,0.005813953488372
4161,4161,u4736,m314,The Curse,?,?,MR. GRANT,9,688,0.0130813953488372
4162,4162,u4737,m314,The Curse,m,?,PETER,114,688,0.1656976744186046
4163,4163,u4738,m314,The Curse,?,?,SHRINK,6,688,0.0087209302325581
4164,4164,u4739,m315,Dark City,?,?,BARBER,6,217,0.0276497695852534
4165,4165,u4740,m315,Dark City,?,?,BUMSTEAD,62,217,0.2857142857142857
4166,4166,u4741,m315,Dark City,?,?,COP,7,217,0.032258064516129
4167,4167,u4742,m315,Dark City,?,?,KARL,5,217,0.0230414746543778
4168,4168,u4743,m315,Dark City,?,?,MISS CRENSHAW,12,217,0.0552995391705069
4169,4169,u4744,m315,Dark City,?,?,MISTER BLACK,4,217,0.0184331797235023
4170,4170,u4745,m315,Dark City,?,?,PRIEST,5,217,0.0230414746543778
4171,4171,u4746,m315,Dark City,m,3,SCHREBER,39,217,0.1797235023041474
4172,4172,u4747,m315,Dark City,?,?,STROMBOLI,10,217,0.0460829493087557
4173,4173,u4748,m315,Dark City,?,?,THOMPSON,6,217,0.0276497695852534
4174,4174,u4749,m315,Dark City,?,?,WHITE,57,217,0.2626728110599078
4175,4175,u4750,m315,Dark City,?,?,WIFE,4,217,0.0184331797235023
4176,4176,u4751,m316,Dave,m,3,BOB,88,503,0.1749502982107356
4177,4177,u4752,m316,Dave,m,1,DAVE,192,503,0.3817097415506958
4178,4178,u4753,m316,Dave,m,5,DUANE,24,503,0.0477137176938369
4179,4179,u4754,m316,Dave,f,2,ELLEN,59,503,0.1172962226640159
4180,4180,u4755,m316,Dave,?,?,MITCHELL,9,503,0.0178926441351888
4181,4181,u4756,m316,Dave,m,7,MURRAY,14,503,0.0278330019880715
4182,4182,u4757,m316,Dave,?,?,NANCE,14,503,0.0278330019880715
4183,4183,u4758,m316,Dave,m,4,REED,97,503,0.1928429423459244
4184,4184,u4759,m316,Dave,?,?,SECRETARY OF COMMERCE,6,503,0.0119284294234592
4185,4185,u476,m29,Basic,?,?,BARTENDER,5,678,0.0073746312684365
4186,4186,u477,m29,Basic,?,?,CHILDS,21,678,0.0309734513274336
4187,4187,u478,m29,Basic,m,6,DUNBAR,87,678,0.1283185840707964
4188,4188,u479,m29,Basic,m,1,HARDY,208,678,0.3067846607669616
4189,4189,u480,m29,Basic,m,5,KENDALL,71,678,0.1047197640117994
4190,4190,u481,m29,Basic,?,?,MUELLER,34,678,0.0501474926253687
4191,4191,u482,m29,Basic,f,2,OSBORNE,137,678,0.2020648967551622
4192,4192,u483,m29,Basic,m,7,PIKE,46,678,0.0678466076696165
4193,4193,u484,m29,Basic,?,?,SERGEANT,5,678,0.0073746312684365
4194,4194,u485,m29,Basic,m,4,STYLES,49,678,0.0722713864306784
4195,4195,u486,m29,Basic,?,?,THE CADETS,4,678,0.0058997050147492
4196,4196,u487,m29,Basic,?,?,WEST,11,678,0.0162241887905604
4197,4197,u4760,m317,Day Of The Dead,?,?,CHICO,14,207,0.0676328502415458
4198,4198,u4761,m317,Day Of The Dead,?,?,DIESEL,4,207,0.0193236714975845
4199,4199,u4762,m317,Day Of The Dead,?,?,GASPARILLA,13,207,0.0628019323671497
4200,4200,u4763,m317,Day Of The Dead,m,2,JOHN,33,207,0.1594202898550724
4201,4201,u4764,m317,Day Of The Dead,?,?,JULIE,3,207,0.0144927536231884
4202,4202,u4765,m317,Day Of The Dead,?,?,LOGAN,5,207,0.0241545893719806
4203,4203,u4766,m317,Day Of The Dead,?,?,MARIA,7,207,0.0338164251207729
4204,4204,u4767,m317,Day Of The Dead,?,?,MARY,25,207,0.1207729468599033
4205,4205,u4768,m317,Day Of The Dead,?,?,MIGUEL,5,207,0.0241545893719806
4206,4206,u4769,m317,Day Of The Dead,?,?,RHODES,29,207,0.1400966183574879
4207,4207,u4770,m317,Day Of The Dead,f,1,SARAH,27,207,0.1304347826086956
4208,4208,u4771,m317,Day Of The Dead,m,?,TOBY,34,207,0.1642512077294686
4209,4209,u4772,m317,Day Of The Dead,?,?,TONY,5,207,0.0241545893719806
4210,4210,u4773,m317,Day Of The Dead,?,?,TRICKS,3,207,0.0144927536231884
4211,4211,u4774,m318,Dead Poets Society,?,?,BUBBA,4,491,0.0081466395112016
4212,4212,u4775,m318,Dead Poets Society,?,?,CAMERON,7,491,0.0142566191446028
4213,4213,u4776,m318,Dead Poets Society,m,5,CHARLIE,81,491,0.164969450101833
4214,4214,u4777,m318,Dead Poets Society,?,?,CHET,6,491,0.0122199592668024
4215,4215,u4778,m318,Dead Poets Society,f,20,CHRIS,37,491,0.075356415478615
4216,4216,u4779,m318,Dead Poets Society,?,?,GLORIA,12,491,0.0244399185336048
4217,4217,u4780,m318,Dead Poets Society,?,?,HAGER,3,491,0.0061099796334012
4218,4218,u4781,m318,Dead Poets Society,m,1,KEATING,45,491,0.0916496945010183
4219,4219,u4782,m318,Dead Poets Society,m,4,KNOX,66,491,0.1344195519348268
4220,4220,u4783,m318,Dead Poets Society,?,?,MEEKS,17,491,0.0346232179226069
4221,4221,u4784,m318,Dead Poets Society,?,?,MR. PERRY,10,491,0.020366598778004
4222,4222,u4785,m318,Dead Poets Society,m,2,NEIL,114,491,0.2321792260692464
4223,4223,u4786,m318,Dead Poets Society,?,?,NOLAN,15,491,0.0305498981670061
4224,4224,u4787,m318,Dead Poets Society,?,?,PITTS,18,491,0.0366598778004073
4225,4225,u4788,m318,Dead Poets Society,m,3,TODD,56,491,0.1140529531568228
4226,4226,u4789,m319,Deep Rising,?,?,CAPTAIN,5,262,0.0190839694656488
4227,4227,u4790,m319,Deep Rising,m,1,FINNEGAN,112,262,0.4274809160305343
4228,4228,u4791,m319,Deep Rising,m,5,HANOVER,28,262,0.1068702290076335
4229,4229,u4792,m319,Deep Rising,?,?,MAMOOLI,5,262,0.0190839694656488
4230,4230,u4793,m319,Deep Rising,?,?,MULLIGAN,19,262,0.0725190839694656
4231,4231,u4794,m319,Deep Rising,m,4,PANTUCCI,36,262,0.1374045801526717
4232,4232,u4795,m319,Deep Rising,f,2,TRILLIAN,49,262,0.1870229007633587
4233,4233,u4796,m319,Deep Rising,?,?,VIVO,8,262,0.0305343511450381
4234,4234,u4797,m320,The Deer Hunter,m,?,ALBERT,55,529,0.1039697542533081
4235,4235,u4798,m320,The Deer Hunter,?,?,ANGELA,9,529,0.0170132325141776
4236,4236,u4799,m320,The Deer Hunter,?,?,ARMAND,10,529,0.0189035916824196
4237,4237,u4800,m320,The Deer Hunter,?,?,BAR GIRL,7,529,0.0132325141776937
4238,4238,u4801,m320,The Deer Hunter,?,?,CHECKER,4,529,0.0075614366729678
4239,4239,u4802,m320,The Deer Hunter,?,?,COLONEL,6,529,0.0113421550094517
4240,4240,u4803,m320,The Deer Hunter,m,6,JOHN,37,529,0.0699432892249527
4241,4241,u4804,m320,The Deer Hunter,?,?,LIEUTENANT,5,529,0.0094517958412098
4242,4242,u4805,m320,The Deer Hunter,f,5,LINDA,32,529,0.0604914933837429
4243,4243,u4806,m320,The Deer Hunter,?,?,MAN,6,529,0.0113421550094517
4244,4244,u4807,m320,The Deer Hunter,?,?,MERLE,69,529,0.1304347826086956
4245,4245,u4808,m320,The Deer Hunter,m,4,NICK,183,529,0.3459357277882797
4246,4246,u4809,m320,The Deer Hunter,?,?,SAL,37,529,0.0699432892249527
4247,4247,u4810,m320,The Deer Hunter,?,?,VET 1,4,529,0.0075614366729678
4248,4248,u4811,m320,The Deer Hunter,?,?,VET 2,4,529,0.0075614366729678
4249,4249,u4812,m320,The Deer Hunter,m,?,VINCE,61,529,0.1153119092627599
4250,4250,u4813,m321,Demolition Man,?,?,BENNETT,7,303,0.0231023102310231
4251,4251,u4814,m321,Demolition Man,?,?,CASSY,3,303,0.0099009900990099
4252,4252,u4815,m321,Demolition Man,?,?,DUBBS,8,303,0.0264026402640264
4253,4253,u4816,m321,Demolition Man,?,?,GALLAGHER,54,303,0.1782178217821782
4254,4254,u4817,m321,Demolition Man,?,?,KIMBERLY,10,303,0.033003300330033
4255,4255,u4818,m321,Demolition Man,?,?,PEEBLES,7,303,0.0231023102310231
4256,4256,u4819,m321,Demolition Man,?,?,SANCHEZ,85,303,0.2805280528052805
4257,4257,u4820,m321,Demolition Man,?,?,SHEPPARD,6,303,0.0198019801980198
4258,4258,u4821,m321,Demolition Man,?,?,WADE,105,303,0.3465346534653465
4259,4259,u4822,m321,Demolition Man,?,?,WARDEN,3,303,0.0099009900990099
4260,4260,u4823,m321,Demolition Man,?,?,WHORE,5,303,0.0165016501650165
4261,4261,u4824,m321,Demolition Man,?,?,WILLY,10,303,0.033003300330033
4262,4262,u4825,m322,The Devil And Daniel Webster,?,?,BELLE,17,610,0.0278688524590163
4263,4263,u4826,m322,The Devil And Daniel Webster,m,1,DANIEL,23,610,0.0377049180327868
4264,4264,u4827,m322,The Devil And Daniel Webster,?,?,HANK,7,610,0.0114754098360655
4265,4265,u4828,m322,The Devil And Daniel Webster,m,2,JABEZ,217,610,0.3557377049180328
4266,4266,u4829,m322,The Devil And Daniel Webster,m,?,MA STONE,53,610,0.0868852459016393
4267,4267,u4830,m322,The Devil And Daniel Webster,?,?,MARTIN,3,610,0.0049180327868852
4268,4268,u4831,m322,The Devil And Daniel Webster,f,?,MARY,99,610,0.1622950819672131
4269,4269,u4832,m322,The Devil And Daniel Webster,?,?,OLD FARMHAND'S VOICE,3,610,0.0049180327868852
4270,4270,u4833,m322,The Devil And Daniel Webster,m,?,SCRATCH,56,610,0.0918032786885245
4271,4271,u4834,m322,The Devil And Daniel Webster,?,?,SHERIFF,6,610,0.0098360655737704
4272,4272,u4835,m322,The Devil And Daniel Webster,?,?,SQUIRE,20,610,0.0327868852459016
4273,4273,u4836,m322,The Devil And Daniel Webster,?,?,STEVENS,21,610,0.0344262295081967
4274,4274,u4837,m322,The Devil And Daniel Webster,?,?,THE WOMAN,3,610,0.0049180327868852
4275,4275,u4838,m322,The Devil And Daniel Webster,?,?,TOM SHARP,10,610,0.0163934426229508
4276,4276,u4839,m322,The Devil And Daniel Webster,m,1,WEBSTER,72,610,0.1180327868852459
4277,4277,u4840,m323,Die Hard,m,12,ARGYLE,15,264,0.0568181818181818
4278,4278,u4841,m323,Die Hard,?,?,BIG JOHNSON,5,264,0.0189393939393939
4279,4279,u4842,m323,Die Hard,?,?,ELLIS,16,264,0.0606060606060606
4280,4280,u4843,m323,Die Hard,m,2,HANS,46,264,0.1742424242424242
4281,4281,u4844,m323,Die Hard,?,?,HOLLY,25,264,0.0946969696969697
4282,4282,u4845,m323,Die Hard,?,?,KARL,8,264,0.0303030303030303
4283,4283,u4846,m323,Die Hard,m,1,MCCLANE,78,264,0.2954545454545454
4284,4284,u4847,m323,Die Hard,m,5,POWELL,38,264,0.1439393939393939
4285,4285,u4848,m323,Die Hard,m,7,ROBINSON,17,264,0.0643939393939393
4286,4286,u4849,m323,Die Hard,?,?,TAKAGI,9,264,0.034090909090909
4287,4287,u4850,m323,Die Hard,?,?,THEO,7,264,0.0265151515151515
4288,4288,u4851,m324,Dog Day Afternoon,?,?,COMMISSIONER,6,623,0.0096308186195826
4289,4289,u4852,m324,Dog Day Afternoon,?,?,DRIVER,6,623,0.0096308186195826
4290,4290,u4853,m324,Dog Day Afternoon,?,?,HEIDI,8,623,0.0128410914927768
4291,4291,u4854,m324,Dog Day Afternoon,?,?,JACKIE,4,623,0.0064205457463884
4292,4292,u4855,m324,Dog Day Afternoon,?,?,JENNY,6,623,0.0096308186195826
4293,4293,u4856,m324,Dog Day Afternoon,?,?,JESUS FREAK,4,623,0.0064205457463884
4294,4294,u4857,m324,Dog Day Afternoon,m,4,LEON,62,623,0.0995184590690208
4295,4295,u4858,m324,Dog Day Afternoon,?,?,MAN,5,623,0.0080256821829855
4296,4296,u4859,m324,Dog Day Afternoon,m,3,MORETTI,68,623,0.1091492776886035
4297,4297,u4860,m324,Dog Day Afternoon,m,5,MULVANEY,53,623,0.0850722311396468
4298,4298,u4861,m324,Dog Day Afternoon,?,?,NEWSMAN,5,623,0.0080256821829855
4299,4299,u4862,m324,Dog Day Afternoon,?,?,PAULINE,5,623,0.0080256821829855
4300,4300,u4863,m324,Dog Day Afternoon,m,2,SAL,42,623,0.0674157303370786
4301,4301,u4864,m324,Dog Day Afternoon,?,?,SAM,5,623,0.0080256821829855
4302,4302,u4865,m324,Dog Day Afternoon,m,7,SHELDON,21,623,0.0337078651685393
4303,4303,u4866,m324,Dog Day Afternoon,m,1,SONNY,270,623,0.4333868378812199
4304,4304,u4867,m324,Dog Day Afternoon,?,?,SYLVIA,27,623,0.0433386837881219
4305,4305,u4868,m324,Dog Day Afternoon,m,?,TV NEWSMAN,11,623,0.0176565008025682
4306,4306,u4869,m324,Dog Day Afternoon,f,6,VI,15,623,0.0240770465489566
4307,4307,u4870,m325,Domino,?,?,BISHOP,6,242,0.024793388429752
4308,4308,u4871,m325,Domino,m,3,CHOCO,19,242,0.0785123966942148
4309,4309,u4872,m325,Domino,?,?,CIGLIUTI,5,242,0.0206611570247933
4310,4310,u4873,m325,Domino,?,?,CLAREMONT,21,242,0.0867768595041322
4311,4311,u4874,m325,Domino,f,1,DOMINO,68,242,0.2809917355371901
4312,4312,u4875,m325,Domino,m,2,ED,46,242,0.1900826446280991
4313,4313,u4876,m325,Domino,?,?,EDNA,7,242,0.0289256198347107
4314,4314,u4877,m325,Domino,?,?,GREEN,4,242,0.0165289256198347
4315,4315,u4878,m325,Domino,?,?,KEG PRESIDENT,4,242,0.0165289256198347
4316,4316,u4879,m325,Domino,?,?,KIMMIE,8,242,0.0330578512396694
4317,4317,u4880,m325,Domino,?,?,LASHANDRA,5,242,0.0206611570247933
4318,4318,u4881,m325,Domino,?,?,LASHINDRA,5,242,0.0206611570247933
4319,4319,u4882,m325,Domino,?,?,LATEESHA,5,242,0.0206611570247933
4320,4320,u4883,m325,Domino,?,?,SOPHIE,9,242,0.0371900826446281
4321,4321,u4884,m325,Domino,?,?,TARYN,14,242,0.0578512396694214
4322,4322,u4885,m325,Domino,?,?,WEISS,7,242,0.0289256198347107
4323,4323,u4886,m325,Domino,?,?,ZIERING,9,242,0.0371900826446281
4324,4324,u488,m30,Big Fish,m,16,AMOS,15,407,0.0368550368550368
4325,4325,u489,m30,Big Fish,?,?,BEAMEN,10,407,0.0245700245700245
4326,4326,u490,m30,Big Fish,?,?,DON PRICE,7,407,0.0171990171990172
4327,4327,u491,m30,Big Fish,?,?,DR. BENNETT,9,407,0.0221130221130221
4328,4328,u492,m30,Big Fish,m,?,EDWARD,142,407,0.3488943488943489
4329,4329,u493,m30,Big Fish,f,5,JENNY,29,407,0.0712530712530712
4330,4330,u494,m30,Big Fish,f,8,JOSEPHINE,35,407,0.085995085995086
4331,4331,u495,m30,Big Fish,?,?,KARL,9,407,0.0221130221130221
4332,4332,u496,m30,Big Fish,?,?,NORTHER WINSLOW,10,407,0.0245700245700245
4333,4333,u497,m30,Big Fish,f,4,SANDRA,41,407,0.1007371007371007
4334,4334,u498,m30,Big Fish,m,3,WILL,100,407,0.2457002457002457
4335,4335,u4887,m326,Do The Right Thing,?,?,BUGGIN' OUT,40,516,0.0775193798449612
4336,4336,u4888,m326,Do The Right Thing,?,?,CLIFTON,5,516,0.0096899224806201
4337,4337,u4889,m326,Do The Right Thing,?,?,COCONUT SID,8,516,0.0155038759689922
4338,4338,u4890,m326,Do The Right Thing,?,?,DA MAYOR,23,516,0.0445736434108527
4339,4339,u4891,m326,Do The Right Thing,?,?,EDDIE,6,516,0.0116279069767441
4340,4340,u4892,m326,Do The Right Thing,f,12,JADE,43,516,0.0833333333333333
4341,4341,u4893,m326,Do The Right Thing,?,?,KOREAN CLERK,4,516,0.0077519379844961
4342,4342,u4894,m326,Do The Right Thing,?,?,MISTER SEŃOR LOVE DADDY,5,516,0.0096899224806201
4343,4343,u4895,m326,Do The Right Thing,m,9,ML,23,516,0.0445736434108527
4344,4344,u4896,m326,Do The Right Thing,m,6,MOOKIE,131,516,0.253875968992248
4345,4345,u4897,m326,Do The Right Thing,?,?,MOTHER SISTER,21,516,0.0406976744186046
4346,4346,u4898,m326,Do The Right Thing,m,8,PINO,49,516,0.0949612403100775
4347,4347,u4899,m326,Do The Right Thing,?,?,RADIO RAHEEM,19,516,0.0368217054263565
4348,4348,u4900,m326,Do The Right Thing,m,1,SAL,65,516,0.125968992248062
4349,4349,u4901,m326,Do The Right Thing,m,11,SWEET DICK WILLIE,16,516,0.0310077519379844
4350,4350,u4902,m326,Do The Right Thing,f,17,TINA,29,516,0.0562015503875969
4351,4351,u4903,m326,Do The Right Thing,m,4,VITO,29,516,0.0562015503875969
4352,4352,u49,m3,2001: A Space Odyssey,?,?,B20,7,272,0.025735294117647
4353,4353,u50,m3,2001: A Space Odyssey,m,1,BOWMAN,58,272,0.213235294117647
