,Unnamed: 0,movie_id,title,year,rating,votes_x,genres,imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,title_spanish,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes_y,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
24,24,m24,Bachelor Party,1984,5.9,14050.0,['comedy' 'romance'],tt0086927,6.3,34916.0,6.5,6.0,2791.0,1773.0,4429.0,7802.0,8936.0,4914.0,2139.0,1022.0,582.0,528.0,8.5,2.0,6.3,1794.0,6.3,14738.0,6.3,10540.0,6.4,24084.0,8.5,2.0,6.4,1487.0,6.3,12784.0,6.4,9003.0,6.1,3630.0,,,6.3,289.0,6.1,1800.0,6.0,1414.0,5.6,447.0,6.4,10872.0,6.3,13875.0,Bachelor Party (Addio al celibato),1984-06-29,Comedy,105.0,USA,"English, Japanese",Neal Israel,"Bob Israel, Neal Israel",Bachelor Party Productions,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart, Robert Prescott, William Tepper, Wendie Jo Sperber, Barry Diamond, Gary Grossman, Michael Dudikoff, Bradford Bancroft, Martina Finch, Deborah Harmon, Tracy Smith",A soon-to-be-married man's friends throw him the ultimate bachelor party.,6.3,34916.0,$ 5000000,$ 38435947,$ 38435947,56.0,95.0,42.0
25,25,m25,Backdraft,1991,6.6,28541.0,['action' 'crime' 'drama' 'mystery' 'thriller'],tt0101393,6.7,70047.0,6.8,7.0,4088.0,4230.0,12330.0,22940.0,15675.0,6334.0,2403.0,1007.0,510.0,530.0,7.0,4.0,6.7,2914.0,6.7,31455.0,6.7,17775.0,6.7,47520.0,7.0,3.0,6.7,2527.0,6.7,28074.0,6.7,15126.0,6.9,6069.0,,,6.8,350.0,6.8,3018.0,7.0,2424.0,6.6,585.0,6.9,19863.0,6.6,28027.0,Fuoco assassino,1991-05-24,"Action, Crime, Drama",137.0,USA,English,Ron Howard,Gregory Widen,Imagine Films Entertainment,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland, Jennifer Jason Leigh, Scott Glenn, Rebecca De Mornay, Jason Gedrick, J.T. Walsh, Anthony Mockus Sr., Cedric Young, Juan Ramírez, Kevin Casey, Jack McGee, Mark Wheeler","Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.",6.7,70047.0,$ 40000000,$ 77868585,$ 152368585,38.0,161.0,74.0
26,26,m26,Bad Lieutenant,1992,6.9,13908.0,['crime' 'drama'],tt0103759,7.1,37822.0,7.1,7.0,3829.0,4217.0,8381.0,10278.0,5493.0,2538.0,1295.0,762.0,414.0,615.0,7.4,16.0,7.2,3659.0,7.1,17139.0,7.0,8665.0,7.1,28039.0,7.6,10.0,7.2,3358.0,7.1,15974.0,7.0,7868.0,7.0,1960.0,7.2,5.0,6.9,248.0,6.9,975.0,7.1,678.0,6.7,449.0,7.1,8460.0,7.1,18908.0,Il cattivo tenente,1993-05-21,"Crime, Drama, Thriller",96.0,USA,"English, Spanish",Abel Ferrara,"Zoë Lund, Abel Ferrara",Bad Lt. Productions,"Harvey Keitel, Brian McElroy, Frank Acciarito, Peggy Gormley, Stella Keitel, Dana Dee, Victor Argo, Paul Calderon, Leonard L. Thomas, Anthony Ruggiero, Vincent Laresca, Robin Burrows, Victoria Bastel, G. Elvis Phillips, Stephen Chen","While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption.",7.1,37822.0,$ 1000000,$ 2000022,$ 2038916,70.0,189.0,83.0
27,27,m27,Bamboozled,2000,6.3,5995.0,['comedy' 'drama' 'music'],tt0215545,6.5,10255.0,6.6,7.0,1177.0,1027.0,1803.0,2101.0,1525.0,928.0,538.0,299.0,244.0,613.0,6.2,9.0,6.7,588.0,6.5,4982.0,6.2,2169.0,6.5,6677.0,5.9,5.0,6.7,471.0,6.5,4238.0,6.2,1805.0,6.7,1150.0,5.2,4.0,6.6,108.0,6.9,685.0,6.3,324.0,5.9,223.0,6.6,4481.0,6.3,2916.0,Bamboozled,2002-10-11,"Comedy, Drama, Music",135.0,USA,English,Spike Lee,Spike Lee,New Line Cinema,"Damon Wayans, Savion Glover, Jada Pinkett Smith, Tommy Davidson, Michael Rapaport, Thomas Jefferson Byrd, Paul Mooney, Sarah Jones, Gillian White, Susan Batson, Yasiin Bey, M.C. Serch, Gano Grills, Canibus, DJ Scratch","A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit.",6.5,10255.0,$ 10000000,$ 2274979,$ 2463650,54.0,180.0,69.0
28,28,m28,Barry Lyndon,1975,8.1,40622.0,['drama' 'romance' 'war'],tt0072684,8.1,145315.0,8.0,8.0,32688.0,29643.0,39599.0,23677.0,9211.0,4049.0,1903.0,1134.0,786.0,2625.0,8.7,105.0,8.3,22495.0,8.0,59713.0,7.9,24459.0,8.1,98014.0,8.9,80.0,8.4,19445.0,8.1,53095.0,7.9,21399.0,7.7,11806.0,8.1,20.0,7.8,2700.0,7.7,5905.0,7.6,2689.0,7.5,638.0,8.0,24228.0,8.1,70965.0,Barry Lyndon,1976-09-16,"Adventure, Drama, History",185.0,"UK, USA","English, German, French",Stanley Kubrick,"Stanley Kubrick, William Makepeace Thackeray",Peregrine,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff, Gay Hamilton, Marie Kean, Diana Körner, Murray Melvin, Frank Middlemass, André Morell, Arthur O'Sullivan, Godfrey Quigley, Leonard Rossiter, Philip Stone",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,8.1,145315.0,$ 11000000,,$ 198992,89.0,463.0,107.0
29,29,m29,Basic,2003,6.3,26295.0,['crime' 'drama' 'mystery' 'thriller'],tt0264395,6.5,58487.0,6.6,7.0,3123.0,3159.0,9257.0,17259.0,13819.0,6412.0,2741.0,1277.0,677.0,763.0,5.3,3.0,6.7,3936.0,6.5,31806.0,6.3,9940.0,6.5,42866.0,5.3,3.0,6.7,3547.0,6.5,29195.0,6.3,8789.0,6.7,3835.0,,,6.9,349.0,6.7,2308.0,6.6,1007.0,5.9,475.0,6.4,11568.0,6.5,30366.0,Basic,2003-10-31,"Action, Crime, Drama",98.0,"Germany, USA",English,John McTiernan,James Vanderbilt,Phoenix Pictures,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly, Giovanni Ribisi, Brian Van Holt, Taye Diggs, Dash Mihok, Cristián de la Fuente, Roselyn Sanchez, Harry Connick Jr., Georgia Hausserman, Margaret Travolta, Dena Johnston, Nick Loren",A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.,6.5,58487.0,$ 50000000,$ 26793311,$ 42792561,34.0,306.0,137.0
30,30,m30,Big Fish,2003,8.1,144264.0,['adventure' 'drama' 'fantasy'],tt0319061,8.0,408409.0,8.0,8.0,75576.0,87928.0,124956.0,69353.0,27220.0,10476.0,4625.0,2569.0,1760.0,3946.0,8.1,99.0,8.1,71484.0,8.0,211403.0,7.7,41936.0,8.0,252428.0,8.1,60.0,8.0,46935.0,8.0,162712.0,7.6,33870.0,8.1,80664.0,8.1,28.0,8.2,23458.0,8.1,46263.0,7.7,7380.0,7.4,758.0,7.9,80069.0,8.0,203543.0,Big Fish - Le storie di una vita incredibile,2004-02-27,"Adventure, Drama, Fantasy",125.0,USA,"English, Cantonese",Tim Burton,"Daniel Wallace, John August",Columbia Pictures,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange, Helena Bonham Carter, Alison Lohman, Robert Guillaume, Marion Cotillard, Matthew McGrory, David Denman, Missi Pyle, Loudon Wainwright III, Ada Tai, Arlene Tai, Steve Buscemi",A frustrated son tries to determine the fact from fiction in his dying father's life.,8.0,408409.0,$ 70000000,$ 66809693,$ 123218424,58.0,880.0,247.0
31,31,m31,Birthday Girl,2001,6.0,13497.0,['comedy' 'crime' 'romance' 'thriller'],tt0188453,6.1,24116.0,6.2,6.0,801.0,761.0,2489.0,5951.0,7304.0,3721.0,1580.0,769.0,376.0,364.0,,,6.0,1128.0,6.0,11813.0,6.1,5677.0,6.1,14472.0,,,6.0,645.0,6.1,8837.0,6.1,4678.0,5.9,4340.0,,,6.0,472.0,5.9,2844.0,6.0,897.0,5.8,343.0,6.0,4262.0,6.1,13292.0,Birthday Girl,2002-01-25,"Comedy, Crime, Thriller",93.0,"UK, USA","English, Russian",Jez Butterworth,"Tom Butterworth, Jez Butterworth",FilmFour,"Nicole Kidman, Ben Chaplin, Vincent Cassel, Mathieu Kassovitz, Kate Lynn Evans, Stephen Mangan, Alexander Armstrong, Sally Phillips, Jo McInnes, Ben Miller, Jonathan Aris, Katya Barton-Chapple, Rebecca Norton, Mark Gatiss, Raj Ghatak",A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,6.1,24116.0,$ 13000000,$ 5142576,$ 16171098,51.0,161.0,110.0
32,32,m32,Black Snake Moan,2006,7.1,28509.0,['drama'],tt0462200,6.9,60390.0,7.1,7.0,4770.0,5593.0,13862.0,18599.0,9920.0,3959.0,1631.0,763.0,464.0,829.0,6.5,2.0,7.0,5440.0,6.9,34708.0,6.9,9842.0,6.9,43259.0,6.5,2.0,6.9,4195.0,6.9,29570.0,6.9,8436.0,7.0,7550.0,,,7.2,1179.0,7.0,4855.0,7.0,1266.0,6.5,437.0,7.0,18039.0,6.9,28137.0,Black Snake Moan,2007-03-02,"Drama, Music",116.0,USA,English,Craig Brewer,Craig Brewer,Paramount Classics,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams, Leonard L. Thomas, Ruby Wilson, Claude Phillips, Amy Lavere, Clare Grant","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",6.9,60390.0,$ 15000000,$ 9396870,$ 10907485,52.0,224.0,199.0
33,33,m33,Black Rain,1989,6.4,16249.0,['action' 'crime' 'drama' 'thriller'],tt0096933,6.7,48545.0,6.7,7.0,2568.0,2469.0,8018.0,15473.0,12118.0,4684.0,1749.0,706.0,334.0,426.0,8.0,1.0,6.6,2187.0,6.6,20532.0,6.7,14723.0,6.7,35726.0,,,6.6,1980.0,6.6,19232.0,6.7,13353.0,6.4,2458.0,,,6.6,177.0,6.2,1040.0,6.5,1152.0,6.3,533.0,6.5,8800.0,6.7,25352.0,Black Rain - Pioggia sporca,1989-10-31,"Action, Crime, Thriller",125.0,USA,"English, Japanese",Ridley Scott,"Craig Bolotin, Warren Lewis",Paramount Pictures,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw, Yûsaku Matsuda, Shigeru Kôyama, John Spencer, Guts Ishimatsu, Yûya Uchida, Tomisaburô Wakayama, Miyuki Ono, Luis Guzmán, John Costelloe, Stephen Root, Richard Riehle",Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,6.7,48545.0,$ 30000000,$ 46212055,$ 134212055,56.0,137.0,75.0
34,34,m34,Blade Runner,1982,8.3,188735.0,['drama' 'sci-fi' 'thriller'],tt0083658,8.1,677998.0,8.1,8.0,162555.0,153497.0,168143.0,102777.0,45948.0,20126.0,9494.0,5601.0,3732.0,6125.0,8.3,411.0,8.0,103312.0,8.1,268503.0,8.5,106594.0,8.2,442332.0,8.4,339.0,8.0,87678.0,8.1,236034.0,8.5,92352.0,7.8,58568.0,8.3,44.0,7.7,13745.0,7.7,28994.0,8.3,12476.0,8.1,857.0,8.2,116839.0,8.1,294897.0,Blade Runner,1982-10-14,"Action, Sci-Fi, Thriller",117.0,USA,"English, German, Cantonese, Japanese, Hungarian, Arabic",Ridley Scott,"Hampton Fancher, David Webb Peoples",The Ladd Company,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson, John Edward Allen, Hy Pyke","A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",8.1,677998.0,$ 28000000,$ 32868943,$ 41492614,84.0,1558.0,257.0
35,35,m35,Blast From The Past,1999,6.4,23489.0,['comedy' 'drama' 'romance'],tt0124298,6.6,58563.0,6.8,7.0,4536.0,3688.0,9648.0,16853.0,13199.0,5954.0,2448.0,1161.0,562.0,514.0,7.2,5.0,6.8,5347.0,6.5,28715.0,6.8,11106.0,6.6,34699.0,6.8,4.0,6.8,3450.0,6.5,21420.0,6.7,8645.0,6.7,11611.0,9.0,1.0,6.8,1831.0,6.6,6990.0,7.2,2331.0,6.4,452.0,6.6,17048.0,6.6,23960.0,Sbucato dal passato,2000-03-03,"Comedy, Drama, Romance",112.0,USA,"English, French, German, Latin",Hugh Wilson,"Bill Kelly, Bill Kelly",Forge,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek, Dave Foley, Joey Slotnick, Dale Raoul, Hayden Tank, Douglas Smith, Ryan Sparks, Don Yesso, Scott Thomson, Ted Kairys, Rex Linn, Cynthia Mace",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,6.6,58563.0,$ 35000000,$ 26511114,$ 40263020,48.0,257.0,98.0
36,36,m36,Blue Velvet,1986,7.8,54576.0,['crime' 'mystery' 'thriller'],tt0090756,7.7,176459.0,7.8,8.0,28034.0,31322.0,51760.0,36040.0,14789.0,6482.0,3072.0,1805.0,1219.0,1936.0,8.4,86.0,7.9,29623.0,7.7,75166.0,7.7,27737.0,7.8,114320.0,8.7,56.0,7.9,22789.0,7.7,63438.0,7.7,23733.0,7.4,21672.0,8.0,21.0,7.5,6342.0,7.4,10845.0,7.4,3580.0,7.5,685.0,7.9,35208.0,7.7,83143.0,Velluto blu,1986-10-23,"Drama, Mystery, Thriller",120.0,USA,English,David Lynch,David Lynch,De Laurentiis Entertainment Group (DEG),"Isabella Rossellini, Kyle MacLachlan, Dennis Hopper, Laura Dern, Hope Lange, Dean Stockwell, George Dickerson, Priscilla Pointer, Frances Bay, Jack Harvey, Ken Stovitz, Brad Dourif, Jack Nance, J. Michael Hunter, Dick Green","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",7.7,176459.0,$ 6000000,$ 8551228,$ 8617408,76.0,755.0,227.0
37,37,m37,The Boondock Saints,1999,7.8,87895.0,['action' 'crime' 'drama' 'thriller'],tt0144117,7.8,224749.0,8.0,8.0,50096.0,42078.0,61924.0,36783.0,15498.0,7024.0,3773.0,2440.0,1743.0,3390.0,7.8,23.0,7.8,31596.0,7.8,130483.0,7.4,20339.0,7.8,163452.0,7.7,20.0,7.8,26807.0,7.8,114091.0,7.3,17407.0,8.1,23299.0,8.5,2.0,8.1,4461.0,8.1,15270.0,7.8,2640.0,6.9,558.0,7.8,65053.0,7.7,98867.0,The Boondock Saints - Giustizia finale,2000-03-03,"Action, Crime, Thriller",108.0,"USA, Canada","English, Spanish, Papiamento, Russian, Latin",Troy Duffy,Troy Duffy,Franchise Pictures,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco, Billy Connolly, David Ferry, Brian Mahoney, Bob Marley, Richard Fitzpatrick, William Young, Robert Pemberton, Bill Craig, Dot-Marie Jones, Scott Griffith, Layton Morrison",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,7.8,224749.0,$ 6000000,$ 30471,$ 30471,44.0,932.0,112.0
38,38,m38,Bottle Rocket,1996,7.2,22303.0,['comedy' 'crime'],tt0115734,7.0,68528.0,7.2,7.0,6319.0,6482.0,15333.0,21530.0,11516.0,4023.0,1561.0,747.0,398.0,619.0,7.0,27.0,7.1,11517.0,7.0,32955.0,6.7,8389.0,7.0,46894.0,6.9,20.0,7.1,9420.0,7.0,28744.0,6.7,7204.0,6.9,7093.0,7.3,7.0,7.0,1940.0,6.8,3829.0,6.8,1043.0,6.3,450.0,7.2,23102.0,6.8,25014.0,Un colpo da dilettanti,1996-07-19,"Comedy, Crime, Drama",91.0,USA,"English, Spanish",Wes Anderson,"Owen Wilson, Wes Anderson",Columbia Pictures,"Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler, Haley Miller, Robert Musgrave, Andrew Wilson, Brian Tenenbaum, Jenni Tooley, Temple Nash, Dipak Pallana, Darryl Cox, Stephen Dignan, Lumi Cavazos, Julie Mayfield",Three friends plan to pull off a simple robbery and go on the run.,7.0,68528.0,$ 7000000,$ 560069,$ 560069,66.0,200.0,90.0
39,39,m39,The Bourne Supremacy,2004,7.6,106349.0,['action' 'adventure' 'mystery' 'thriller'],tt0372183,7.7,427227.0,7.8,8.0,44811.0,65984.0,163565.0,106562.0,30372.0,9035.0,3135.0,1476.0,797.0,1490.0,7.5,121.0,7.8,80268.0,7.7,198384.0,7.7,47638.0,7.7,300104.0,7.5,102.0,7.8,69763.0,7.7,174503.0,7.7,40988.0,7.6,39210.0,7.2,14.0,7.6,9473.0,7.6,21781.0,7.8,5921.0,7.5,815.0,7.8,70644.0,7.7,207615.0,The Bourne Supremacy,2004-09-24,"Action, Mystery, Thriller",108.0,"USA, Germany","English, Russian, German, Italian",Paul Greengrass,"Robert Ludlum, Tony Gilroy",Universal Pictures,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Joan Allen, Marton Csokas, Tom Gallop, John Bedford Lloyd, Ethan Sandler, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",7.7,427227.0,$ 75000000,$ 176241941,$ 290835269,73.0,849.0,248.0
40,40,m40,Braveheart,1995,8.4,245652.0,['action' 'biography' 'drama' 'history' 'war'],tt0112573,8.3,941683.0,8.3,9.0,238249.0,242110.0,243816.0,125405.0,45366.0,19217.0,9129.0,5579.0,4029.0,8783.0,8.2,338.0,8.3,152180.0,8.4,416431.0,8.1,106329.0,8.4,606390.0,8.2,257.0,8.4,126509.0,8.5,352796.0,8.1,88205.0,8.0,105154.0,7.4,41.0,8.0,23528.0,8.0,58479.0,8.0,16476.0,8.0,841.0,8.4,156061.0,8.3,398775.0,Braveheart - Cuore impavido,1995-12-01,"Biography, Drama, History",178.0,USA,"English, French, Latin, Scottish Gaelic, Italian",Mel Gibson,Randall Wallace,Icon Entertainment International,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo, Sean McGinley, Alan Tall, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Brian Cox, Patrick McGoohan, Peter Hanly, Sophie Marceau, Stephen Billington",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.3,941683.0,$ 72000000,$ 75609945,$ 213216216,68.0,1276.0,148.0
41,41,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],tt0289879,7.6,444298.0,7.8,8.0,58880.0,75697.0,144107.0,96282.0,37367.0,15157.0,7109.0,3661.0,2381.0,3657.0,7.6,117.0,7.8,94814.0,7.6,216173.0,7.3,34205.0,7.6,287049.0,7.6,80.0,7.8,69340.0,7.7,176089.0,7.3,28431.0,7.6,70277.0,7.7,18.0,7.8,23901.0,7.6,37652.0,7.3,5216.0,6.9,738.0,7.3,57486.0,7.7,231811.0,The Butterfly Effect,2004-02-27,"Drama, Sci-Fi, Thriller",113.0,"USA, Canada",English,"Eric Bress, J. Mackye Gruber","J. Mackye Gruber, Eric Bress",BenderSpink,"Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson, William Lee Scott, John Patrick Amedori, Irina Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Jake Kaese, Cameron Bright, Eric Stoltz, Callum Keith Rennie","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",7.6,444298.0,$ 13000000,$ 57938693,$ 96822421,30.0,1188.0,179.0
42,42,m42,Casablanca,1942,8.8,170874.0,['drama' 'romance' 'war'],tt0034583,8.5,509953.0,8.4,9.0,154486.0,124626.0,118038.0,61783.0,22912.0,10309.0,4900.0,2896.0,2471.0,7532.0,8.3,238.0,8.4,79979.0,8.4,202146.0,8.6,85539.0,8.5,302607.0,8.4,181.0,8.5,58477.0,8.5,160255.0,8.7,69808.0,8.3,78285.0,7.9,41.0,8.2,20299.0,8.3,39566.0,8.6,14379.0,8.5,811.0,8.8,112979.0,8.4,207801.0,Casablanca,1946-11-21,"Drama, Romance, War",102.0,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,509953.0,$ 950000,$ 4108411,$ 4374761,100.0,1303.0,196.0
43,43,m43,Cast Away,2000,7.5,104477.0,['adventure' 'drama'],tt0162222,7.8,510788.0,7.8,8.0,56367.0,88429.0,184716.0,120236.0,37954.0,12149.0,4842.0,2403.0,1532.0,2160.0,7.8,292.0,8.0,105210.0,7.7,223917.0,7.5,51103.0,7.8,329644.0,7.9,221.0,8.0,83343.0,7.7,185941.0,7.5,42142.0,7.7,67325.0,7.4,33.0,7.9,20081.0,7.6,35299.0,7.6,8111.0,7.4,809.0,7.7,82514.0,7.7,234309.0,Cast Away,2001-01-12,"Adventure, Drama, Romance",143.0,USA,"English, Russian",Robert Zemeckis,William Broyles Jr.,Twentieth Century Fox,"Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Yelena Popovic, Valentina Ananina, Semion Sudarikov, Tom Hanks, Peter Von Berg, Dmitri S. Boudrine, François Duhamel, Michael Forest, Viveka Davis, Nick Searcy, Jennifer Choe",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,7.8,510788.0,$ 90000000,$ 233632142,$ 429632142,73.0,1184.0,100.0
44,44,m44,The Cider House Rules,1999,7.5,38836.0,['drama' 'romance'],tt0124315,7.4,91826.0,7.4,8.0,7723.0,12262.0,27938.0,25765.0,10400.0,3815.0,1615.0,818.0,525.0,965.0,7.6,14.0,7.4,8608.0,7.3,41493.0,7.4,20008.0,7.4,52541.0,7.2,11.0,7.5,5454.0,7.3,29826.0,7.4,15664.0,7.4,18948.0,8.5,2.0,7.4,3025.0,7.3,11178.0,7.5,4067.0,6.8,510.0,7.3,22346.0,7.4,41658.0,Le regole della casa del sidro,2000-03-10,"Drama, Romance",126.0,USA,English,Lasse Hallström,"John Irving, John Irving",FilmColony,"Tobey Maguire, Charlize Theron, Delroy Lindo, Paul Rudd, Michael Caine, Jane Alexander, Kathy Baker, Erykah Badu, Kieran Culkin, Kate Nelligan, Heavy D, K. Todd Freeman, Paz de la Huerta, J.K. Simmons, Evan Parke","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",7.4,91826.0,$ 24000000,$ 57545092,$ 88545092,75.0,426.0,135.0
45,45,m45,Confidence,2003,6.8,17235.0,['crime' 'thriller'],tt0310910,6.7,33007.0,6.8,7.0,1439.0,2006.0,6176.0,11101.0,7279.0,2902.0,1049.0,490.0,247.0,318.0,8.0,1.0,6.7,1479.0,6.7,17883.0,6.6,6830.0,6.7,23859.0,8.0,1.0,6.7,1242.0,6.7,16051.0,6.6,6056.0,6.6,2606.0,,,6.7,219.0,6.6,1664.0,6.6,669.0,6.3,350.0,6.8,8147.0,6.6,16341.0,Confidence - La truffa perfetta,2003-09-12,"Crime, Thriller",97.0,"USA, Canada, Germany",English,James Foley,Doug Jung,Lions Gate Films,"Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser, Louis Lombardi, Paul Giamatti, Brian Van Holt, Donal Logue, Luis Guzmán, April O'Brien, Jay Giannone, Tommy 'Tiny' Lister, Franky G, Dustin Hoffman, Melissa Lawner","Jake Vig is a consummate grifter about to pull his biggest con yet, one set to avenge his friend's murder. But his last scam backfired, leaving him indebted to a mob boss and his enforcer.",6.7,33007.0,$ 15000000,$ 12251640,$ 23014206,59.0,144.0,111.0
46,46,m46,Croupier,1998,7.2,9060.0,['crime' 'drama'],tt0159382,7.1,17964.0,7.3,7.0,1167.0,2001.0,4873.0,5520.0,2698.0,923.0,358.0,174.0,89.0,161.0,,,7.2,1131.0,7.1,7948.0,7.0,4774.0,7.1,12298.0,,,7.2,986.0,7.1,7043.0,7.0,4018.0,7.0,1674.0,,,7.3,123.0,6.8,816.0,7.1,686.0,6.6,281.0,7.1,4628.0,7.0,8492.0,Il colpo: Analisi di una rapina,1999-06-03,"Crime, Drama",94.0,"Ireland, UK, France, Germany",English,Mike Hodges,Paul Mayersberg,ARTE,"Clive Owen, Nick Reding, Nicholas Ball, Alexander Morton, Barnaby Kay, Gina McKee, John Radcliffe, Sheila Whitfield, David Hamilton, Carol Davis, Eddie Osei, Doremy Vernon, Claudine Carter, Ursula Alberts, Neville Phillips","An aspiring writer is hired as a croupier at a casino, where he realizes that his life as a croupier would make a great novel.",7.1,17964.0,,$ 6201143,$ 7120568,75.0,145.0,94.0
47,47,m47,Dark Star,1974,6.5,8303.0,['comedy' 'sci-fi' 'thriller'],tt0069945,6.3,21755.0,6.6,7.0,2155.0,1690.0,3428.0,5038.0,4099.0,2308.0,1207.0,783.0,481.0,566.0,5.3,7.0,6.5,1557.0,6.2,8654.0,6.5,6161.0,6.3,15641.0,5.8,5.0,6.5,1396.0,6.2,8052.0,6.5,5715.0,6.4,1008.0,4.5,2.0,6.6,133.0,6.3,492.0,6.6,351.0,6.0,390.0,6.2,3960.0,6.3,11321.0,Dark Star,1979-02-09,"Comedy, Sci-Fi",83.0,USA,English,John Carpenter,"John Carpenter, Dan O'Bannon",Jack H. Harris Enterprises,"Brian Narelle, Cal Kuniholm, Dre Pahich, Dan O'Bannon","In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.",6.3,21755.0,$ 60000,,,66.0,181.0,125.0
